X,Y,FID,objectid,provincia,municipio,localidad,codigo_po,direccion,margen,longitud,latitud,precio_gas,precio_g_1,precio_g_2,precio_bio,precio_nue,precio_b_1,f__ester_,f__bioalco,precio_g_3,precio_g_4,precio_g_5,precio_g_6,rotulo,tipo_venta,rem_,horario,horario00,z,fecha
-4.632028,36.599417,5407,6217152,MÁLAGA,MIJAS,CALAHONDA-CHAPARRAL,29650,"AVENIDA MEXICO, SN",N,-4.632028,36.599417,1.419,1.319,0, ,1.409000, , , ,1.562000, , , ,BP EL PUERTO DE MIJAS,P,dm,L-D: 24H,L-D: 24H, ,2019/04/29 00:00:00+00
-4.638833,36.538722,5408,6217153,MÁLAGA,MIJAS,OSUNILLAS-PEÑA BLANQUILLA,29649,"CR MA-426, 1,0",D,-4.638833,36.538722,1.429,1.355,0, ,1.405000, , , ,1.549000, , , ,REPSOL,P,OM,L-D: 07:00-23:00,L-D: 07:00-23:00, ,2019/04/29 00:00:00+00
-4.687167,36.5095,5409,6217154,MÁLAGA,MIJAS,ENTRERRIOS,29649,"AVENIDA MARE NOSTRUM, S/N",N,-4.687167,36.5095,1.384,1.289,0, ,1.379000, , , ,1.509000, , , ,GALP,P,dm,L-D: 24H,L-D: 24H, ,2019/04/29 00:00:00+00
-4.665139,37.119833,5410,6217155,MÁLAGA,MOLLINA,MOLLINA,29532,"CALLE CASERIA DEL REY, 18",N,-4.665139,37.119833,1.399,1.298,0, , , , , , , , , ,SHELL,P,dm,L-D: 06:30-22:30,L-D: 06:30-22:30, ,2019/04/29 00:00:00+00
-4.6615,37.124167,5411,6217156,MÁLAGA,MOLLINA,MOLLINA,29532,AVENIDA LAS AMERICAS 35,D,-4.6615,37.124167,1.32,1.225,0.766, , , , , , , , , ,SCA VIRGEN OLIVA,P,dm,L-D: 08:00-20:00,L-D: 08:00-20:00, ,2019/04/29 00:00:00+00
-4.655333,37.117306,5412,6217157,MÁLAGA,MOLLINA,MOLLINA,29532,"CR N-334, 143 (N-334 km 143,2)",I,-4.655333,37.117306,1.354,1.237,0, , , , , , , , , ,ES LIMONAR,P,dm,L-D: 07:00-22:00,L-D: 07:00-22:00, ,2019/04/29 00:00:00+00
-4.805444,36.636444,5413,6217158,MÁLAGA,MONDA,MONDA,29110,CARRETERA A-355 KM. 20,D,-4.805444,36.636444,1.399,1.309,0, ,1.399000, , , ,1.539000, , , ,BP,P,dm,L-D: 24H,L-D: 24H, ,2019/04/29 00:00:00+00
-3.891111,36.747056,5414,6217159,MÁLAGA,NERJA,NERJA,29780,"CARRETERA N-340 KM. 290,5",I,-3.891111,36.747056,1.429,1.355,0, ,1.415000, , , ,1.569000, , , ,REPSOL,P,OM,L-D: 07:00-23:00,L-D: 07:00-23:00, ,2019/04/29 00:00:00+00
-3.876167,36.752222,5415,6217160,MÁLAGA,NERJA,NERJA,29780,"AVENIDA DE PESCIA, 3",D,-3.876167,36.752222,1.389,1.319,0, ,1.319000, , , ,1.519000, , , ,E.S NERJA,P,dm,L-D: 24H,L-D: 24H, ,2019/04/29 00:00:00+00
-3.882778,36.75225,5416,6217161,MÁLAGA,NERJA,NERJA,29780,"MA-105 km 0,3",D,-3.882778,36.75225,1.419,1.329,0, ,1.418000, , , ,1.561000, , , ,BP,P,dm,L-D: 24H,L-D: 24H, ,2019/04/29 00:00:00+00
-3.885528,36.755389,5417,6217162,MÁLAGA,NERJA,NERJA,29780,"CALLE PAGO CASTILLO ALTO, 1",D,-3.885528,36.755389,1.329,1.229,0, , , , , , , , , ,BALLENOIL,P,dm,L-D: 24H,L-D: 24H, ,2019/04/29 00:00:00+00
-4.857861,36.56525,5418,6217163,MÁLAGA,OJÉN,OJEN,29610,"CALLE CARRETERA, 2",D,-4.857861,36.56525,1.389,1.349,0, ,1.429000, , , , , , , ,REPSOL,P,OM,"L-V: 06:00-22:00; S: 07:00-21:00; D: 08:30-14:30","L-V: 06:00-22:00; S: 07:00-21:00; D: 08:30-14:30", ,2019/04/29 00:00:00+00
-5.118194,36.670389,5419,6217164,MÁLAGA,PARAUTA,PARAUTA,29451,"CARRETERA A397 KM. 11,900",D,-5.118194,36.670389,1.389,1.295,0, ,1.355000, , , ,1.504000, , , ,AGLA LA VENTILLA,P,dm,L-D: 24H,L-D: 24H, ,2019/04/29 00:00:00+00
-4.710028,36.763778,5420,6217165,MÁLAGA,PIZARRA,PIZARRA,29560,"CR C-401 MALAGA-ALORA KM  28 km 28,9",N,-4.710028,36.763778,1.439,1.329,0.929, ,1.434000, , , ,1.571000, , , ,BP PIZARRA,P,dm,L-D: 24H,L-D: 24H, ,2019/04/29 00:00:00+00
-4.726972,36.781278,5421,6217166,MÁLAGA,PIZARRA,PIZARRA,29560,CTRA.SUBZONA A ALORA,N,-4.726972,36.781278,1.344,1.241,0, , , , , , , , , ,AGLA,P,dm,"L-V: 06:00-22:30; S: 07:00-23:00; D: 07:00-22:30","L-V: 06:00-22:30; S: 07:00-23:00; D: 07:00-22:30", ,2019/04/29 00:00:00+00
-4.710806,36.767139,5422,6217167,MÁLAGA,PIZARRA,PIZARRA,29560,"CALLE INGENIERO PABLO ESTEBAN MAES, 3",N,-4.710806,36.767139,1.339,1.239,0, , , , , , , , , ,EXPRESS,P,dm,L-D: 24H,L-D: 24H, ,2019/04/29 00:00:00+00
-4.716111,36.747778,5423,6217168,MÁLAGA,PIZARRA,CERRALBA,29569,CARRETERA CARRETERA DE CERRALBA Nº 1 KM. 1,I,-4.716111,36.747778,1.344,1.241,0.885, ,1.305000, , , ,1.399000, , , ,AGLA,P,dm,L-D: 24H,L-D: 24H, ,2019/04/29 00:00:00+00
-4.255722,36.725333,5424,6217169,MÁLAGA,RINCÓN DE LA VICTORIA,RINCON DE LA VICTORIA,29730,"A-7 km 256,5",N,-4.255722,36.725333,1.429,1.299,0, ,1.389000, , , ,1.569000, , , ,SHELL,P,dm,L-D: 24H,L-D: 24H, ,2019/04/29 00:00:00+00
-4.304333,36.715972,5425,6217170,MÁLAGA,RINCÓN DE LA VICTORIA,RINCON DE LA VICTORIA,29730,"AVENIDA MALAGA,",N,-4.304333,36.715972,1.429,1.289,0, ,1.369000, , , , , , , ,REPSOL,P,dm,L-D: 24H,L-D: 24H, ,2019/04/29 00:00:00+00
-4.296889,36.723194,5426,6217171,MÁLAGA,RINCÓN DE LA VICTORIA,RINCON DE LA VICTORIA,29730,CARRETERA N 340 KM. 252,N,-4.296889,36.723194,1.429,1.309,0, ,1.399000, , , ,1.571000, , , ,BP RINCON DE LA VICTORIA,P,dm,L-D: 24H,L-D: 24H, ,2019/04/29 00:00:00+00
-4.265417,36.712556,5427,6217172,MÁLAGA,RINCÓN DE LA VICTORIA,RINCON DE LA VICTORIA,29730,"AVENIDA DE LA TORRE, 26",D,-4.265417,36.712556,1.429,1.289,0, ,1.369000, , , ,1.569000, , , ,REPSOL,P,OM,L-D: 07:00-23:00,L-D: 07:00-23:00, ,2019/04/29 00:00:00+00
-4.274528,36.725278,5428,6217173,MÁLAGA,RINCÓN DE LA VICTORIA,RINCON DE LA VICTORIA,29730,"CARRETERA N340 KM. 254,9",N,-4.274528,36.725278,1.389,1.249,0, , , , , ,1.489000, , , ,TAMOIL,P,dm,L-D: 24H,L-D: 24H, ,2019/04/29 00:00:00+00
-4.314611,36.727056,5429,6217174,MÁLAGA,RINCÓN DE LA VICTORIA,CALA DEL MORAL (LA),29720,"CALLE ARROYO TOTALAN, 1",D,-4.314611,36.727056,1.429,1.309,0, ,1.399000, , , ,1.571000, , , ,BP C.C RINCON,P,dm,L: 08:00-00:00,L: 08:00-00:00, ,2019/04/29 00:00:00+00
-4.2805,36.922528,5430,6217175,MÁLAGA,RIOGORDO,RIOGORDO,29180,"PARAJE EL CAMPILLO, S/N",N,-4.2805,36.922528,1.263,1.176,0.753, , , , , , , , , ,AGRO-OLIVARERA RIOGORDO,P,dm,L-D: 06:00-23:00,L-D: 06:00-23:00, ,2019/04/29 00:00:00+00
-4.275667,36.92375,5431,6217176,MÁLAGA,RIOGORDO,RIOGORDO,29180,"CR. A356 km 18,7",I,-4.275667,36.92375,1.289,1.196,0.773, , , , , , , , , ,"""E.S. EL CAMPILLO"" (AGLA, RIOGORDO)",P,dm,L-D: 07:00-23:00,L-D: 07:00-23:00, ,2019/04/29 00:00:00+00
-5.163306,36.751167,5432,6217177,MÁLAGA,RONDA,RONDA,29400,"CALLE GENAL, 3",D,-5.163306,36.751167,1.309,1.229,0, , , , , , , , , ,AGLA RONDA,P,dm,L-D: 24H,L-D: 24H, ,2019/04/29 00:00:00+00
-5.159083,36.750861,5433,6217178,MÁLAGA,RONDA,RONDA,29400,"CALLE GUADALHORCE, 4",I,-5.159083,36.750861,1.309,1.229,0, , , , , , , , , ,GEDS RONDA,P,dm,L-D: 24H,L-D: 24H, ,2019/04/29 00:00:00+00
-5.115167,36.783639,5434,6217179,MÁLAGA,RONDA,RONDA,29400,CR RONDA-CAMPILLOS (A-367) KM 5,D,-5.115167,36.783639,1.399,1.299,0, ,1.389000, , , ,1.541000, , , ,BP RONDA-LOS PINOS,P,dm,L-D: 24H,L-D: 24H, ,2019/04/29 00:00:00+00
-5.162361,36.759444,5435,6217180,MÁLAGA,RONDA,RONDA,29400,"CARRETERA A-376 KM. 120,7",I,-5.162361,36.759444,1.399,1.299,0, ,1.359000, , , ,1.514000, , , ,CEPSA,P,OM,L-D: 06:00-22:00,L-D: 06:00-22:00, ,2019/04/29 00:00:00+00
-5.170194,36.752556,5436,6217181,MÁLAGA,RONDA,RONDA,29400,"SEVILLA, 133",I,-5.170194,36.752556,1.399,1.299,0, ,1.359000, , , , , , , ,CEPSA,P,OM,L-D: 07:00-23:00,L-D: 07:00-23:00, ,2019/04/29 00:00:00+00
-5.162583,36.733833,5437,6217182,MÁLAGA,RONDA,RONDA,29400,"CALLE MARBELLA, 31",I,-5.162583,36.733833,1.399,1.299,0, ,1.359000, , , , , , , ,CEPSA,P,OM,L-D: 07:00-23:00,L-D: 07:00-23:00, ,2019/04/29 00:00:00+00
-5.156528,36.747694,5438,6217183,MÁLAGA,RONDA,RONDA,29400,"AVDA. DE MALAGA, 22 (C-341 km 57,4)",I,-5.156528,36.747694,1.399,1.299,1.019, ,1.359000, , , ,1.514000, , , ,CEPSA,P,OM,L-D: 24H,L-D: 24H, ,2019/04/29 00:00:00+00
-5.153194,36.754361,5439,6217184,MÁLAGA,RONDA,RONDA,29400,"CALLE DON FRANCISCO CARRILLO DE MENDOZA Y MORALES, 1",D,-5.153194,36.754361,1.309,1.229,0, , , , , , , , , ,MEROIL,P,dm,L-D: 24H,L-D: 24H, ,2019/04/29 00:00:00+00
-5.155306,36.752722,5440,6217185,MÁLAGA,RONDA,RONDA,29400,"CALLE GENAL, 31",N,-5.155306,36.752722,1.309,1.229,0, , , , , , , , , ,SHELL,P,OM,L-D: 24H,L-D: 24H, ,2019/04/29 00:00:00+00
-5.301167,36.812278,5441,6217186,MÁLAGA,RONDA,MONTECORTO,29430,"CARRETERA A-374 KM. 12,5",I,-5.301167,36.812278,1.379,1.289,0, , , , , ,1.499000, , , ,AGLA,P,dm,"L-S: 07:00-21:30; D: 08:00-21:30","L-S: 07:00-21:30; D: 08:00-21:30", ,2019/04/29 00:00:00+00
-4.873083,37.1235,5442,6217187,MÁLAGA,SIERRA DE YEGUAS,SIERRA DE YEGUAS,29328,"CALLE CANAL, 4",N,-4.873083,37.1235,1.298,1.238,0, , , , , , , , , ,SHELL,P,dm,L-D: 24H,L-D: 24H, ,2019/04/29 00:00:00+00
-4.872972,37.123833,5443,6217188,MÁLAGA,SIERRA DE YEGUAS,SIERRA DE YEGUAS,29328,"CALLE CRUZ, 67",N,-4.872972,37.123833,1.298,1.219,0, , , , , , , , , ,AGLA - SIERRA YEGUAS,P,dm,L-D: 24H,L-D: 24H, ,2019/04/29 00:00:00+00
-4.895306,36.979833,5444,6217189,MÁLAGA,TEBA,TEBA,29327,"CARRETERA MA5404 DE A357 A MA465 DE ACCESO A TEBA KM. 15,250",I,-4.895306,36.979833,1.399,1.309,0.919, ,1.369000, , , , , , , ,ESTACION SERVICIO TEBA,P,dm,L-D: 06:00-22:00,L-D: 06:00-22:00, ,2019/04/29 00:00:00+00
-4.499417,36.62525,5445,6217190,MÁLAGA,TORREMOLINOS,TORREMOLINOS,29620,"CALLE CRUZ DE LA, 68",D,-4.499417,36.62525,1.389,1.279,0, ,1.369000, , , ,1.539000, , , ,SHELL,P,OM,L-D: 06:00-00:00,L-D: 06:00-00:00, ,2019/04/29 00:00:00+00
-4.490972,36.643389,5446,6217191,MÁLAGA,TORREMOLINOS,TORREMOLINOS,29620,"AVENIDA MANUEL FRAGA IRIBARNE, 10",D,-4.490972,36.643389,1.399,1.299,0, ,1.359000, , , ,1.514000, , , ,CEPSA,P,OM,L-D: 07:00-23:59,L-D: 07:00-23:59, ,2019/04/29 00:00:00+00
-4.526917,36.61325,5447,6217192,MÁLAGA,TORREMOLINOS,TORREMOLINOS,29620,"AU AP-7  224,00  D",D,-4.526917,36.61325,1.459,1.359,0, ,1.429000, , , ,1.579000, , , ,REPSOL,P,OM,L-D: 24H,L-D: 24H, ,2019/04/29 00:00:00+00
-4.52725,36.613611,5448,6217193,MÁLAGA,TORREMOLINOS,TORREMOLINOS,29620,"AU AP-7  224,00  I",I,-4.52725,36.613611,1.459,1.359,0, ,1.429000, , , ,1.579000, , , ,REPSOL,P,OM,L-D: 24H,L-D: 24H, ,2019/04/29 00:00:00+00
-4.514389,36.608639,5449,6217194,MÁLAGA,TORREMOLINOS,TORREMOLINOS,29620,"AVENIDA BENALMADENA, 1",I,-4.514389,36.608639,1.429,1.315,0, ,1.395000, , , ,1.569000, , , ,REPSOL,P,OM,L-D: 24H,L-D: 24H, ,2019/04/29 00:00:00+00
-4.494806,36.641389,5450,6217195,MÁLAGA,TORREMOLINOS,TORREMOLINOS,29620,"AVDA MANUEL FRAGA IRIBARNE, 9",N,-4.494806,36.641389,1.419,1.289,0, ,1.369000, , , , , , , ,REPSOL,P,dm,L-D: 24H,L-D: 24H, ,2019/04/29 00:00:00+00
-4.503028,36.615028,5451,6217196,MÁLAGA,TORREMOLINOS,TORREMOLINOS,29620,"AVENIDA CARLOTA ALEXANDRE, 9",N,-4.503028,36.615028,1.429,1.315,0, ,1.395000, , , ,1.569000, , , ,REPSOL,P,dm,L-D: 24H,L-D: 24H, ,2019/04/29 00:00:00+00
-4.489778,36.644583,5452,6217197,MÁLAGA,TORREMOLINOS,TORREMOLINOS,29620,"CL AVDA. MANUEL FRAGA IRIBARNE,14",N,-4.489778,36.644583,1.419,1.289,0, ,1.369000, , , , , , , ,REPSOL,P,dm,L-D: 24H,L-D: 24H, ,2019/04/29 00:00:00+00
-4.492639,36.643417,5453,6217198,MÁLAGA,TORREMOLINOS,TORREMOLINOS,29620,"AVENIDA MANUEL FRAGA IRIBARNE, 17",D,-4.492639,36.643417,1.379,1.269,0, ,1.289000, , , ,1.489000, , , ,COLOSO,P,dm,L-D: 24H,L-D: 24H, ,2019/04/29 00:00:00+00
-4.510417,36.606694,5454,6217199,MÁLAGA,TORREMOLINOS,TORREMOLINOS,29620,"AVENIDA CARLOTA ALESSANDRI, 210",N,-4.510417,36.606694,1.429,1.329,0, ,1.418000, , , ,1.571000, , , ,BP CERRO LARGO,P,dm,L-D: 24H,L-D: 24H, ,2019/04/29 00:00:00+00
-3.9605,36.752639,5455,6217200,MÁLAGA,TORROX,TORROX,29770,AUTOVIA A-7 KM. 287,D,-3.9605,36.752639,1.428,1.339,0, ,1.428000, , , ,1.571000, , , ,BP TORROX,P,dm,L-D: 24H,L-D: 24H, ,2019/04/29 00:00:00+00
-3.978472,36.734944,5456,6217201,MÁLAGA,TORROX,TORROX-COSTA,29793,CARRETERA MALAGA-ALMERIA KM. 282,D,-3.978472,36.734944,1.399,1.299,0, ,1.389000, , , ,1.539000, , , ,REPSOL,P,dm,L-D: 24H,L-D: 24H, ,2019/04/29 00:00:00+00
-3.978444,36.735306,5457,6217202,MÁLAGA,TORROX,TORROX-COSTA,29793,CARRETERA MALAGA-ALMERIA KM. 282,I,-3.978444,36.735306,1.399,1.299,0, ,1.389000, , , , , , , ,REPSOL,P,dm,L-S: 08:00-21:00,L-S: 08:00-21:00, ,2019/04/29 00:00:00+00
-4.680306,36.93475,5458,6217203,MÁLAGA,VALLE DE ABDALAJÍS,VALLE DE ABDALAJIS,29240,"CR A-343, 28",I,-4.680306,36.93475,1.379,1.329,0.989, , , , , ,1.519000, , , ,REPSOL,P,dm,L: 07:00-22:00,L: 07:00-22:00, ,2019/04/29 00:00:00+00
-4.097111,36.76575,5459,6217204,MÁLAGA,VÉLEZ-MÁLAGA,VELEZ-MALAGA,29700,"CAMINO HIGUERAL EL, 28",D,-4.097111,36.76575,1.235,1.115,0, , , , , , , , , ,BALLENOIL,P,dm,L-D: 24H,L-D: 24H, ,2019/04/29 00:00:00+00
-4.103472,36.755167,5460,6217205,MÁLAGA,VÉLEZ-MÁLAGA,VELEZ-MALAGA,29700,"AVENIDA JUAN CARLOS I, S/N",N,-4.103472,36.755167,1.325,1.179,0, ,1.259000, , , ,1.479000, , , ,EROSKI,P,dm,L-D: 24H,L-D: 24H, ,2019/04/29 00:00:00+00
-4.098028,36.763056,5461,6217206,MÁLAGA,VÉLEZ-MÁLAGA,VELEZ-MALAGA,29700,"CL ROTONDA PAGO DE LA MATA, S.N.",D,-4.098028,36.763056,1.429,1.315,0, ,1.395000, , , ,1.559000, , , ,REPSOL,P,OM,L-D: 06:00-22:00,L-D: 06:00-22:00, ,2019/04/29 00:00:00+00
-4.100278,36.776417,5462,6217207,MÁLAGA,VÉLEZ-MÁLAGA,VELEZ-MALAGA,29700,"CL AVDA. VIVAR TELLEZ, 26",D,-4.100278,36.776417,1.389,1.305,0, ,1.385000, , , ,1.529000, , , ,LOS REMEDIOS,P,dm,L-D: 24H,L-D: 24H, ,2019/04/29 00:00:00+00
-4.109972,36.782861,5463,6217208,MÁLAGA,VÉLEZ-MÁLAGA,VELEZ-MALAGA,29700,"CALLE DOCTOR LAUREANO CASQUERO  EN  VELEZ-MALAGA, S/N",N,-4.109972,36.782861,1.389,1.305,0.909, ,1.385000, , , ,1.529000, , , ,CARBURANTES CLAVERO - SAN SEBASTIAN,P,dm,L-D: 07:00-23:00,L-D: 07:00-23:00, ,2019/04/29 00:00:00+00
-4.111111,36.779944,5464,6217209,MÁLAGA,VÉLEZ-MÁLAGA,VELEZ-MALAGA,29700,"CARRETERA A-335 km 1,3",D,-4.111111,36.779944,1.389,1.305,0.909, ,1.385000, , , ,1.529000, , , ,LA INMACULADA,P,dm,L-D: 24H,L-D: 24H, ,2019/04/29 00:00:00+00
-4.135917,36.794111,5465,6217210,MÁLAGA,VÉLEZ-MÁLAGA,VELEZ-MALAGA,29700,"CARRETERA MA-135 KM. 1,5",D,-4.135917,36.794111,1.338,1.219,0, ,1.248000, , , ,1.458000, , , ,AGLA,P,dm,L-D: 06:00-23:00,L-D: 06:00-23:00, ,2019/04/29 00:00:00+00
-4.124917,36.810861,5466,6217211,MÁLAGA,VÉLEZ-MÁLAGA,VELEZ-MALAGA,29700,CARRETERA A-356 KM. 42,I,-4.124917,36.810861,1.409,1.315,0.929, ,1.375000, , , , , , , ,CEPSA,P,OM,L-D: 06:30-22:30,L-D: 06:30-22:30, ,2019/04/29 00:00:00+00
-4.099389,36.762639,5467,6217212,MÁLAGA,VÉLEZ-MÁLAGA,VELEZ-MALAGA,29700,"AVENIDA JUAN CARLOS I, 12",D,-4.099389,36.762639,1.399,1.299,0, ,1.379000, , , ,1.539000, , , ,SHELL,P,OM,L-D: 06:00-00:00,L-D: 06:00-00:00, ,2019/04/29 00:00:00+00
-4.095,36.763306,5468,6217213,MÁLAGA,VÉLEZ-MÁLAGA,VELEZ-MALAGA,29700,"CALLE IGNACIO ZULOAGA, 6",D,-4.095,36.763306,1.279,1.159,0, , , , , , , , , ,"DISTREAX-22, S. L.",P,dm,"L-V: 07:00-21:00; S: 09:00-18:00","L-V: 07:00-21:00; S: 09:00-18:00", ,2019/04/29 00:00:00+00
-4.105611,36.791694,5469,6217214,MÁLAGA,VÉLEZ-MÁLAGA,VELEZ-MALAGA,29700,"CALLE BENAVENTE PARC 23-24 POL. IND. LOS ZAMORANOS, 23",D,-4.105611,36.791694,1.309,1.199,0, , , , , , , , , ,MAXOIL,P,dm,L-D: 24H,L-D: 24H, ,2019/04/29 00:00:00+00
-4.101833,36.737278,5470,6217215,MÁLAGA,VÉLEZ-MÁLAGA,TORRE DEL MAR,29740,"AVENIDA ANDALUCIA, 169",D,-4.101833,36.737278,1.399,1.315,0, ,1.395000, , , ,1.539000, , , ,REPSOL,P,OM,L-D: 07:00-23:00,L-D: 07:00-23:00, ,2019/04/29 00:00:00+00
-4.096306,36.745944,5471,6217216,MÁLAGA,VÉLEZ-MÁLAGA,TORRE DEL MAR,29740,"CL ANGUSTIAS, 1",N,-4.096306,36.745944,1.349,1.239,0, ,1.239000, , , ,1.459000, , , ,LISBONA OIL,P,dm,L-D: 24H,L-D: 24H, ,2019/04/29 00:00:00+00
-4.082944,36.748167,5472,6217217,MÁLAGA,VÉLEZ-MÁLAGA,TORRE DEL MAR,29740,"AV DE ANDALUCIA, 14",N,-4.082944,36.748167,1.399,1.315,0, ,1.395000, , , ,1.539000, , , ,REPSOL,P,dm,L-D: 24H,L-D: 24H, ,2019/04/29 00:00:00+00
-4.179083,36.7445,5473,6217218,MÁLAGA,VÉLEZ-MÁLAGA,CAJIZ,29792,"AUTOVIA AUTOVIA DEL MEDITERRANEO A-7 KM. 264,5",D,-4.179083,36.7445,1.299,1.199,0.895, ,1.238000, , , ,1.457000, , , ,GUEROIL,P,dm,L-D: 24H,L-D: 24H, ,2019/04/29 00:00:00+00
-4.18,36.743306,5474,6217219,MÁLAGA,VÉLEZ-MÁLAGA,CAJIZ,29792,"AUTOVIA DEL MEDITERRANEO (A-7) KM. 264,5",D,-4.18,36.743306,1.379,1.289,0, ,1.359000, , , , , , , ,CEPSA,P,dm,L-D: 24H,L-D: 24H, ,2019/04/29 00:00:00+00
-4.200056,36.717,5475,6217220,MÁLAGA,VÉLEZ-MÁLAGA,BENAJARAFE,29790,CARRETERA N-340A KM. 260,I,-4.200056,36.717,1.399,1.299,0, ,1.359000, , , , , , , ,CEPSA,P,dm,"L-V: 06:30-22:30; S-D: 07:00-23:00","L-V: 06:30-22:30; S-D: 07:00-23:00", ,2019/04/29 00:00:00+00
-4.118028,36.798528,5476,6217221,MÁLAGA,VÉLEZ-MÁLAGA,TRAPICHE,29719,"POLIGONO INDUSTRIAL EL TRAPICHE, S/N",D,-4.118028,36.798528,1.299,1.199,0.839, ,1.259000, , , , , , , ,TROPS,P,dm,L-D: 07:00-21:00,L-D: 07:00-21:00, ,2019/04/29 00:00:00+00
-4.123278,36.799611,5477,6217222,MÁLAGA,VÉLEZ-MÁLAGA,TRAPICHE,29719,"CARRETERA A-356 KM. 43,5",I,-4.123278,36.799611,1.379,1.315,0, ,1.395000, , , ,1.519000, , , ,REPSOL,P,dm,L-D: 24H,L-D: 24H, ,2019/04/29 00:00:00+00
-4.442917,37.177389,5478,6217223,MÁLAGA,VILLANUEVA DE ALGAIDAS,VILLANUEVA DE ALGAIDAS,29310,"AVENIDA DEL OLIVAR, 9",N,-4.442917,37.177389,1.318,1.257,0.787, , , , , , , , , ,AGLA,P,dm,"L-S: 07:00-21:00; D: 08:00-14:00","L-S: 07:00-21:00; D: 08:00-14:00", ,2019/04/29 00:00:00+00
-4.391583,37.022389,5479,6217224,MÁLAGA,VILLANUEVA DEL ROSARIO,VILLANUEVA DEL ROSARIO,29312,CARRETERA A 359 KM. 17,D,-4.391583,37.022389,1.399,1.355,0, ,1.425000, , , ,1.539000, , , ,REPSOL,P,OM,L-D: 24H,L-D: 24H, ,2019/04/29 00:00:00+00
-4.328306,37.069194,5480,6217225,MÁLAGA,VILLANUEVA DEL TRABUCO,VILLANUEVA DEL TRABUCO,29313,AUTOVIA MALAGA-GRANADA KM. 7,I,-4.328306,37.069194,1.379,1.339,0, ,1.409000, , , ,1.519000, , , ,REPSOL,P,dm,L-D: 24H,L-D: 24H, ,2019/04/29 00:00:00+00
-4.326944,37.067778,5481,6217226,MÁLAGA,VILLANUEVA DEL TRABUCO,VILLANUEVA DEL TRABUCO,29313,AUTOVIA A92M KM. 8,I,-4.326944,37.067778,1.379,1.339,0, ,1.409000, , , ,1.519000, , , ,REPSOL,P,dm,L-D: 24H,L-D: 24H, ,2019/04/29 00:00:00+00
-4.331,37.03325,5482,6217227,MÁLAGA,VILLANUEVA DEL TRABUCO,VILLANUEVA DEL TRABUCO,29313,"CARRETERA SALINAS KM. 11,5",D,-4.331,37.03325,1.349,1.299,0.759, ,1.349000, , , , , , , ,CEPSA,P,dm,L-D: 06:30-23:00,L-D: 06:30-23:00, ,2019/04/29 00:00:00+00
-4.922,36.737667,5483,6217228,MÁLAGA,YUNQUERA,YUNQUERA,29410,"CARRETERA C/CASTILLO, SN A-366 KM. 1",N,-4.922,36.737667,1.386,1.289,0, ,1.364000, , , ,1.491000, , , ,AGLA,P,dm,L-D: 06:00-22:00,L-D: 06:00-22:00, ,2019/04/29 00:00:00+00
-2.941111,35.281278,5484,6217229,MELILLA,MELILLA,MELILLA,52001,"CALLE GENERAL ASTILLEROS, 2",D,-2.941111,35.281278,1.014,0.909,0, ,0.955000, , , , , , , ,CEPSA,P,OM,L-S: 08:00-23:00,L-S: 08:00-23:00, ,2019/04/29 00:00:00+00
-2.946306,35.290472,5485,6217230,MELILLA,MELILLA,MELILLA,52001,ALFEREZ PROVISIONALES S/N,D,-2.946306,35.290472,1.015,0.91,0, ,0.950000, , , , , , , ,SHELL,P,dm,L-S: 07:00-23:00,L-S: 07:00-23:00, ,2019/04/29 00:00:00+00
-2.947833,35.281222,5486,6217231,MELILLA,MELILLA,MELILLA,52001,"CALLE ALFONSO XIII, 84",N,-2.947833,35.281222,1.015,0.91,0, ,0.950000, , , , , , , ,SHELL ALFONSO XIII,P,OM,L-D: 24H,L-D: 24H, ,2019/04/29 00:00:00+00
-2.94175,35.287306,5487,6217232,MELILLA,MELILLA,MELILLA,52001,"CALLE ACTOR TALLAVI, S/N",N,-2.94175,35.287306,1.015,0.91,0, ,0.950000, , , , , , , ,SHELL PUENTE TRIANA,P,OM,L-D: 24H,L-D: 24H, ,2019/04/29 00:00:00+00
-2.938972,35.281083,5488,6217233,MELILLA,MELILLA,MELILLA,52001,"CALLE MARQUEZ MONTEMAR, ESQ. CARLOS V, S/N",N,-2.938972,35.281083,1.015,0.91,0, ,0.950000, , , , , , , ,SHELL CARLOS V,P,OM,L-D: 07:00-23:00,L-D: 07:00-23:00, ,2019/04/29 00:00:00+00
-2.946139,35.296944,5489,6217234,MELILLA,MELILLA,MELILLA,52002,"CALLE GARCIA CABRELLES, 42",D,-2.946139,35.296944,1.004,0.895,0, , , , , , , , , ,BP,P,dm,L: 07:30-23:00,L: 07:30-23:00, ,2019/04/29 00:00:00+00
-2.948389,35.289972,5490,6217235,MELILLA,MELILLA,MELILLA,52005,"PLAZA MARTIN DE CORDOBA, 17",D,-2.948389,35.289972,1.015,0.91,0, ,0.950000, , , , , , , ,SHELL,P,dm,L-S: 07:00-23:00,L-S: 07:00-23:00, ,2019/04/29 00:00:00+00
-2.942194,35.286722,5491,6217236,MELILLA,MELILLA,MELILLA,52006,GENERAL POLAVIEJA Nº 2,D,-2.942194,35.286722,1.015,0.91,0, ,0.950000, , , , , , , ,SHELL,P,dm,L-S: 07:00-02:00,L-S: 07:00-02:00, ,2019/04/29 00:00:00+00
