X,Y,FID,objectid,provincia,municipio,localidad,codigo_po,direccion,margen,longitud,latitud,precio_gas,precio_g_1,precio_g_2,precio_bio,precio_nue,precio_b_1,f__ester_,f__bioalco,precio_g_3,precio_g_4,precio_g_5,precio_g_6,rotulo,tipo_venta,rem_,horario,horario00,z,fecha
-5.686806,43.517972,84,6211632,ASTURIAS,GIJÓN,GIJON,33211,"AVENIDA DE OVIEDO, 176",D,-5.686806,43.517972, ,0,0, , , , , , ,0.980000, , ,EDP,P,dm,L-D: 24H,L-D: 24H, ,2019/04/29 00:00:00+00
-5.71225,43.5375,85,6211633,ASTURIAS,GIJÓN,GIJON,33211,CARRETERA AS-19 KM. S/N,N,-5.71225,43.5375,1.379000,1.274,0, ,1.364000, , , ,1.529000, , , ,SHELL,P,OM,L-D: 06:00-00:00,L-D: 06:00-00:00, ,2019/04/29 00:00:00+00
-5.679194,43.506472,86,6211634,ASTURIAS,GIJÓN,GIJON,33211,"CALLE GRAHAM BELL, 575",N,-5.679194,43.506472,1.315000,1.255,0, ,1.345000, , , ,1.457000, , , ,BP GIJON - CARBONERA,P,dm,L: 07:00-22:00,L: 07:00-22:00, ,2019/04/29 00:00:00+00
-5.689361,43.508333,87,6211635,ASTURIAS,GIJÓN,GIJON,33211,"CALLE NICOLAS COPERNICO, 311",N,-5.689361,43.508333,1.304000,1.198,0, ,1.198000, , , , , , , ,EASYGAS,P,dm,L-D: 24H,L-D: 24H, ,2019/04/29 00:00:00+00
-5.691167,43.511556,88,6211636,ASTURIAS,GIJÓN,GIJON,33211,AUTOPISTA AS -2 KM. 22,N,-5.691167,43.511556,1.279000,1.185,0, ,1.195000, , , ,1.391000, , , ,ALCAMPO,P,dm,L-D: 24H,L-D: 24H, ,2019/04/29 00:00:00+00
-5.704139,43.533139,89,6211637,ASTURIAS,GIJÓN,GIJON,33211,"CALLE PAULINA CANGA, 4",D,-5.704139,43.533139,1.409000,1.319,0, ,1.319000, , , ,1.529000, , , ,EMPRESOIL,P,dm,L-S: 06:00-22:00,L-S: 06:00-22:00, ,2019/04/29 00:00:00+00
-5.691222,43.533833,90,6211638,ASTURIAS,GIJÓN,GIJON,33211,"AVENIDA DE LOS CAMPONES, 13",N,-5.691222,43.533833,1.369000,1.279,0, ,1.340000, , , ,1.504000, , , ,SHELL,P,dm,L-D: 07:00-23:00,L-D: 07:00-23:00, ,2019/04/29 00:00:00+00
-5.694139,43.535861,91,6211639,ASTURIAS,GIJÓN,GIJON,33213,"CALLE MAESTRO AMADO MORAN, S/N",N,-5.694139,43.535861,1.379000,1.279,0, ,1.309000, , , ,1.489000, , , ,CARREFOUR,P,dm,L-D: 24H,L-D: 24H, ,2019/04/29 00:00:00+00
-5.726222,43.514111,92,6211640,ASTURIAS,GIJÓN,GIJON,33213,"CALLE JOSE LLAMA FERNANDEZ, 7",D,-5.726222,43.514111,1.278000,1.188,0, , , , , , , , , ,E.S.CERECEDO,P,dm,L-D: 07:00-23:00,L-D: 07:00-23:00, ,2019/04/29 00:00:00+00
-5.676278,43.527694,93,6211641,ASTURIAS,GIJÓN,GIJON,33210,"AVENIDA CONSTITUCION, 105",D,-5.676278,43.527694,1.409000,1.319,1.019, ,1.379000, , , ,1.524000, , , ,CEPSA,P,OM,L-D: 24H,L-D: 24H, ,2019/04/29 00:00:00+00
-5.675944,43.527167,94,6211642,ASTURIAS,GIJÓN,GIJON,33210,"CALLE SEVERO OCHOA, 36",I,-5.675944,43.527167,1.409000,1.319,1.019, ,1.379000, , , ,1.524000, , , ,CEPSA,P,OM,L-D: 06:00-23:00,L-D: 06:00-23:00, ,2019/04/29 00:00:00+00
-5.668889,43.521,95,6211643,ASTURIAS,GIJÓN,GIJON,33210,"CALLE CARRETERA CARBONERA , (GASOLINERA), 52",I,-5.668889,43.521,1.439000,1.339,0, ,1.409000, , , , , , , ,REPSOL,P,OM,L-D: 07:00-23:00,L-D: 07:00-23:00, ,2019/04/29 00:00:00+00
-5.584278,43.517083,96,6211644,ASTURIAS,GIJÓN,GIJON,33394,"CARRETERA N-632 KM. 60,7",I,-5.584278,43.517083, ,1.299,0, ,1.359000, , , ,1.504000, , , ,CEPSA,P,dm,"L-V: 07:00-22:00; S-D: 08:00-22:00","L-V: 07:00-22:00; S-D: 08:00-22:00", ,2019/04/29 00:00:00+00
-5.658528,43.50775,97,6211645,ASTURIAS,GIJÓN,GRANDA DE ABAJO,33391,"CARRETERA AS-248 KM. 3,600",D,-5.658528,43.50775,1.439000,1.339,0, ,1.419000, , , ,1.549000, , , ,REPSOL,P,OM,L-D: 06:00-22:00,L-D: 06:00-22:00, ,2019/04/29 00:00:00+00
-5.673194,43.494083,98,6211646,ASTURIAS,GIJÓN,MAREO DE ABAJO,33390,AUTOVIA AS-I KM. 37,D,-5.673194,43.494083,1.399000,1.309,0, ,1.369000, , , ,1.514000, , , ,CEPSA,P,OM,L-D: 07:00-23:00,L-D: 07:00-23:00, ,2019/04/29 00:00:00+00
-5.69025,43.494139,99,6211647,ASTURIAS,GIJÓN,MAREO DE ABAJO,33390,"CARRETERA AS-246 KM. 28,7",I,-5.69025,43.494139,1.399000,1.309,1.009, ,1.369000, , , ,1.514000, , , ,CEPSA,P,OM,L-S: 08:00-22:00,L-S: 08:00-22:00, ,2019/04/29 00:00:00+00
-5.710583,43.495861,100,6211648,ASTURIAS,GIJÓN,GIJON,33392,"CAMINO DEL FONTAN, 590",D,-5.710583,43.495861,1.339000,1.249,0, ,1.329000, , , , , , , ,OILMARAÑA,P,dm,"L-V: 07:00-22:00; S: 07:00-15:00","L-V: 07:00-22:00; S: 07:00-15:00", ,2019/04/29 00:00:00+00
-5.716944,43.495278,101,6211649,ASTURIAS,GIJÓN,GIJON,33392,"CARRETERA AS-II KM. 20,70",I,-5.716944,43.495278,1.409000,1.309,0, ,1.375000, , , ,1.505000, , , ,GALP,P,dm,L-D: 07:00-23:00,L-D: 07:00-23:00, ,2019/04/29 00:00:00+00
-5.716111,43.536861,102,6211650,ASTURIAS,GIJÓN,VERIÑA,33691,"ZONA CALLE MANUEL VIGIL MONTOTO, 80",D,-5.716111,43.536861,1.299000,1.197,0, ,1.250000, , , , , , , ,LA ESTRELLA DE QATAR,P,dm,L-D: 24H,L-D: 24H, ,2019/04/29 00:00:00+00
-5.721278,43.538694,103,6211651,ASTURIAS,GIJÓN,VERIÑA,33691,"CARRETERA AS-19 KM. 4,4",I,-5.721278,43.538694,1.439000,1.339,1.024, ,1.419000, , , ,1.559000, , , ,REPSOL,P,OM,L-D: 24H,L-D: 24H, ,2019/04/29 00:00:00+00
-5.814278,43.608194,104,6211652,ASTURIAS,GOZÓN,NEMBRO,33449,"CARRETERA AS-238 KM. 11,1",I,-5.814278,43.608194,1.419000,1.329,0.995, ,1.409000, , , , , , , ,REPSOL,P,OM,L-D: 07:00-23:00,L-D: 07:00-23:00, ,2019/04/29 00:00:00+00
-6.074333,43.38725,105,6211653,ASTURIAS,GRADO,GRADO,33820,"CL FLOREZ ESTRADA, 46",D,-6.074333,43.38725,1.419000,1.329,0, ,1.409000, , , , , , , ,REPSOL,P,OM,L-D: 07:00-23:00,L-D: 07:00-23:00, ,2019/04/29 00:00:00+00
-6.063667,43.393417,106,6211654,ASTURIAS,GRADO,GRADO,33820,"CARRETERA NACIONAL 634 KM. 431,3",D,-6.063667,43.393417,1.439000,1.335,1.109, ,1.405000, , , ,1.564000, , , ,CEPSA,P,dm,L-D: 07:00-23:00,L-D: 07:00-23:00, ,2019/04/29 00:00:00+00
-6.879361,43.219472,107,6211655,ASTURIAS,GRANDAS DE SALIME,GRANDAS DE SALIME,33730,"AVENIDA GALICIA, S/N",N,-6.879361,43.219472,1.369000,1.299,0.95, ,1.359000, , , , , , , ,EL SALVADOR,P,dm,"L-V: 09:10-14:10 y 16:10-20:10; S-D: 10:10-14:10 y 16:10-20:10","L-V: 09:10-14:10 y 16:10-20:10; S-D: 10:10-14:10 y 16:10-20:10", ,2019/04/29 00:00:00+00
-6.871306,43.038139,108,6211656,ASTURIAS,IBIAS,SAN ANTOLIN,33810,"ALDEA AV AURELIO MENENDEZ, SN",D,-6.871306,43.038139,1.389000,1.289,0.972, , , , , , , , , ,CAMPSA,P,OM,L-D: 08:00-14:00 y 15:00-21:00,L-D: 08:00-14:00 y 15:00-21:00, ,2019/04/29 00:00:00+00
-5.704111,43.316361,109,6211657,ASTURIAS,LANGREO,LANGREO,33930,C/ HIGINIO CARROCERA S/N- BARROS - LANGREO (AS-17 km 39.1),D,-5.704111,43.316361,1.397000,1.317,0, ,1.387000, , , ,1.527000, , , ,VALCARCE,P,dm,L-D: 24H,L-D: 24H, ,2019/04/29 00:00:00+00
-5.687194,43.313694,110,6211658,ASTURIAS,LANGREO,LANGREO,33930,"AVENIDA LA FELGUERA, S/N",D,-5.687194,43.313694,1.379000,1.295,0, ,1.355000, , , , , , , ,CEPSA,P,dm,L-D: 07:00-23:00,L-D: 07:00-23:00, ,2019/04/29 00:00:00+00
-5.719306,43.323694,111,6211659,ASTURIAS,LANGREO,LANGREO,33920,"POLIGONO INDUSTRIAL DE RIAÑO I, 26/27",N,-5.719306,43.323694,1.337000,1.257,0, , , , , ,1.467000, , , ,DISMUSA,P,dm,L-D: 07:00-22:00,L-D: 07:00-22:00, ,2019/04/29 00:00:00+00
-5.718667,43.322583,112,6211660,ASTURIAS,LANGREO,LANGREO,33920,"CALLE ALISEDA UMERAL POLG. IND. DE RIAÑO I, 1",N,-5.718667,43.322583,1.317000,1.237,0, , , , , , , , , ,DISMUSA MASYMAS,P,dm,L-S: 09:00-22:00,L-S: 09:00-22:00, ,2019/04/29 00:00:00+00
-5.729667,43.326306,113,6211661,ASTURIAS,LANGREO,LANGREO,33920,"POLIGONO POLIGONO RIAÑOI, 1",D,-5.729667,43.326306,1.399000,1.319,0.979, ,1.389000, , , ,1.529000, , , ,REPSOL,P,dm,L-D: 24H,L-D: 24H, ,2019/04/29 00:00:00+00
-5.7135,43.327639,114,6211662,ASTURIAS,LANGREO,LANGREO,33920,"CARRETERA AS-17 KM. 37,400",I,-5.7135,43.327639,1.389000,1.309,0, ,1.389000, , , ,1.529000, , , ,REPSOL,P,OM,L: 06:00-10:00,L: 06:00-10:00, ,2019/04/29 00:00:00+00
-5.688389,43.305389,115,6211663,ASTURIAS,LANGREO,"FELGUERA (LANGREO), LA",33930,"POLIGONO VALNALON, S/N",D,-5.688389,43.305389,1.419000,1.329,0, ,1.409000, , , ,1.559000, , , ,REPSOL,P,OM,L-D: 24H,L-D: 24H, ,2019/04/29 00:00:00+00
-5.693694,43.300806,116,6211664,ASTURIAS,LANGREO,SAMA DE LANGREO,33900,CARRETERA AS 111 KM. 1,N,-5.693694,43.300806,1.350000,1.26,0, ,1.300000, , , ,1.480000, , , ,CASTRONALON,P,dm,L-D: 07:00-23:00,L-D: 07:00-23:00, ,2019/04/29 00:00:00+00
-5.568944,43.249194,117,6211665,ASTURIAS,LAVIANA,POLA DE LAVIANA,33980,"POLIGONO EL SUTU, S/N",D,-5.568944,43.249194,1.399000,1.319,0, ,1.379000, , , ,1.514000, , , ,CEPSA,P,dm,L-D: 06:30-23:30,L-D: 06:30-23:30, ,2019/04/29 00:00:00+00
-5.568472,43.249167,118,6211666,ASTURIAS,LAVIANA,POLA DE LAVIANA,33980,POLIGONO EL SUTU S/N,D,-5.568472,43.249167,1.399000,1.319,0, ,1.379000, , , ,1.514000, , , ,AVIA,P,dm,L-D: 06:00-23:59,L-D: 06:00-23:59, ,2019/04/29 00:00:00+00
-5.811222,43.181861,119,6211667,ASTURIAS,LENA,POLA DE LENA,33630,"AUTOVIA A-66 (MRG.DCHO.) KM. 58,5",D,-5.811222,43.181861,1.419000,1.319,0.949, ,1.379000, , , ,1.534000, , , ,CEPSA,P,OM,L-D: 24H,L-D: 24H, ,2019/04/29 00:00:00+00
-5.80975,43.181639,120,6211668,ASTURIAS,LENA,POLA DE LENA,33630,"AUTOVIA A-66 (MRG.IZDO.) KM. 58,5",I,-5.80975,43.181639,1.419000,1.319,0.949, ,1.379000, , , ,1.534000, , , ,CEPSA,P,OM,L-D: 06:00-23:59,L-D: 06:00-23:59, ,2019/04/29 00:00:00+00
-5.828972,43.165833,121,6211669,ASTURIAS,LENA,POLA DE LENA,33630,CL HERMANOS GRANDA S/N,N,-5.828972,43.165833,1.409000,1.309,0.939, ,1.399000, , , ,1.551000, , , ,BP SAN PABLO,P,dm,L: 06:00-23:00,L: 06:00-23:00, ,2019/04/29 00:00:00+00
-5.841833,43.432167,122,6211670,ASTURIAS,LLANERA,POSADA,33424,"CARRETERA LUGONES-AVILES KM. 4,3",I,-5.841833,43.432167,1.399000,1.329,1.019, ,1.409000, , , ,1.519000, , , ,REPSOL,P,dm,L: 06:00-22:00,L: 06:00-22:00, ,2019/04/29 00:00:00+00
-5.851472,43.440028,123,6211671,ASTURIAS,LLANERA,POSADA,33424,"AVENIDA PRUDENCIO GONZALEZ, 14",D,-5.851472,43.440028, ,1.339,0, , , , , , , , , ,REPSOL,P,OM,"L-V: 08:00-20:00; S: 08:00-18:00; D: 08:00-13:00","L-V: 08:00-20:00; S: 08:00-18:00; D: 08:00-13:00", ,2019/04/29 00:00:00+00
-5.837861,43.427333,124,6211672,ASTURIAS,LLANERA,CORUÑO,33428,"CALLE A - POLIGONO INDUSTRIAL DE ASIPO, 21",N,-5.837861,43.427333,1.409000,1.329,0,1.499000,1.379000, , , , , , , ,ASIPO SERVICIOS,P,dm,"L-V: 07:00-21:00; S: 08:00-13:00","L-V: 07:00-21:00; S: 08:00-13:00", ,2019/04/29 00:00:00+00
-5.798889,43.435556,125,6211673,ASTURIAS,LLANERA,ROBLEDO,33690,CARRETERA AU A-66 KM. 19,D,-5.798889,43.435556,1.439000,1.349,0, ,1.429000, , , ,1.569000, , , ,REPSOL,P,OM,L-D: 06:00-23:00,L-D: 06:00-23:00, ,2019/04/29 00:00:00+00
-5.798611,43.438056,126,6211674,ASTURIAS,LLANERA,ROBLEDO,33690,CARRETERA AU A-66 KM. 19,I,-5.798611,43.438056,1.439000,1.349,0, ,1.429000, , , ,1.569000, , , ,REPSOL,P,OM,L-D: 06:00-23:00,L-D: 06:00-23:00, ,2019/04/29 00:00:00+00
-5.813417,43.442722,127,6211675,ASTURIAS,LLANERA,PRUVIA,33192,"AUTOPISTA AS-II KM. 9,8",D,-5.813417,43.442722,1.439000,1.349,0, ,1.429000, , , ,1.559000, , , ,REPSOL,P,dm,L-D: 24H,L-D: 24H, ,2019/04/29 00:00:00+00
-5.787528,43.432889,128,6211676,ASTURIAS,LLANERA,PRUVIA,33192,"CARRETERA AS-18 KM. 9,2",I,-5.787528,43.432889,1.414000,1.329,1.009, ,1.389000, , , ,1.529000, , , ,CEPSA,P,OM,"L-S: 07:00-23:00; D: 08:00-22:00","L-S: 07:00-23:00; D: 08:00-22:00", ,2019/04/29 00:00:00+00
-5.8175,43.414389,129,6211677,ASTURIAS,LLANERA,SILVOTA (LLANERA-POL. INDUSTRIAL),33192,"PG INDUSTRIAL SILVOTA, S.N.",D,-5.8175,43.414389,1.419000,1.339,0, ,1.409000, , , ,1.519000, , , ,REPSOL,P,OM,"L-S: 06:00-22:00; D: 06:00-14:00","L-S: 06:00-22:00; D: 06:00-14:00", ,2019/04/29 00:00:00+00
-5.82075,43.419,130,6211678,ASTURIAS,LLANERA,LLANERA,33192,Políg. Ind. Silvota-Ampliación,N,-5.82075,43.419,1.409000,1.339,0, , , , , ,1.509000, , , ,COMBUSTIBLES ALVAREZ S.A.,P,dm,"L-S: 07:00-22:00; D: 09:00-15:00","L-S: 07:00-22:00; D: 09:00-15:00", ,2019/04/29 00:00:00+00
-4.881472,43.413806,131,6211679,ASTURIAS,LLANES,POSADA,33594,CARRETERA AS-115 KM. 2,N,-4.881472,43.413806,1.339000,1.229,0.899, ,1.279000, , , , , , , ,EL CENTRO,P,dm,L-D: 07:30-22:00,L-D: 07:30-22:00, ,2019/04/29 00:00:00+00
-4.86225,43.426417,132,6211680,ASTURIAS,LLANES,POSADA,33594,CARRETERA AS-263 KM. 19,N,-4.86225,43.426417,1.399000,1.259,0, ,1.339000, , , ,1.499000, , , ,MEROIL,P,dm,L-D: 07:00-23:00,L-D: 07:00-23:00, ,2019/04/29 00:00:00+00
-4.857333,43.432722,133,6211681,ASTURIAS,LLANES,POSADA,33594,AUTOVIA AUTOVIA A8 KM. 310,I,-4.857333,43.432722,1.399000,1.279,0.949, ,1.359000, , , ,1.499000, , , ,GALP,P,dm,L-D: 24H,L-D: 24H, ,2019/04/29 00:00:00+00
-4.856611,43.431667,134,6211682,ASTURIAS,LLANES,POSADA,33594,AUTOVIA AUTOVIA A8 KM. 310,D,-4.856611,43.431667,1.399000,1.279,0, ,1.359000, , , ,1.499000, , , ,GALP,P,dm,L-D: 24H,L-D: 24H, ,2019/04/29 00:00:00+00
-4.734944,43.398667,135,6211683,ASTURIAS,LLANES,SAN ROQUE DEL ACEBAL,33596,"CARRETERA N. 634 KM. 299,1",I,-4.734944,43.398667,1.419000,1.329,0, ,1.409000, , , ,1.519000, , , ,REPSOL,P,OM,L-D: 06:00-22:00,L-D: 06:00-22:00, ,2019/04/29 00:00:00+00
-5.778889,43.236944,136,6211684,ASTURIAS,MIERES,MIERES,33600,"POLIGONO POL.IND. VEGA DE ARRIBA, S/N",D,-5.778889,43.236944,1.439000,1.339,0, ,1.409000, , , ,1.559000, , , ,REPSOL,P,OM,L-D: 07:00-23:00,L-D: 07:00-23:00, ,2019/04/29 00:00:00+00
-5.796806,43.267556,137,6211685,ASTURIAS,MIERES,MIERES,33600,"POLIGONO IND. FABRICA DE MIERES,2",D,-5.796806,43.267556,1.319000,1.269,0, , , , , , , , , ,"DAM,S.L.",P,dm,L-D: 08:00-22:00,L-D: 08:00-22:00, ,2019/04/29 00:00:00+00
-5.779639,43.232611,138,6211686,ASTURIAS,MIERES,MIERES,33600,"CALLE VEGA DE ARRIBA, 27",D,-5.779639,43.232611,1.349000,1.259,0, , , , , , , , , ,BALLENOIL,P,dm,L-D: 24H,L-D: 24H, ,2019/04/29 00:00:00+00
-5.777056,43.257972,139,6211687,ASTURIAS,MIERES,MIERES,33600,"BARRI ARROXO, S/N",D,-5.777056,43.257972,1.399000,1.339,0, ,1.399000, , , ,1.529000, , , ,REPSOL,P,dm,L: 06:00-22:00,L: 06:00-22:00, ,2019/04/29 00:00:00+00
-5.781944,43.227722,140,6211688,ASTURIAS,MIERES,SANTULLANO,33611,"COMPLEJO CENTRO COMERCIAL CAUDALIA, S/N",N,-5.781944,43.227722,1.349000,1.259,0, ,1.289000, , , ,1.529000, , , ,CARREFOUR,P,dm,L-D: 24H,L-D: 24H, ,2019/04/29 00:00:00+00
-5.763083,43.209917,141,6211689,ASTURIAS,MIERES,CORTINA,33683,"CARRETERA FIGAREDO TURON KM. 1,6",D,-5.763083,43.209917,1.389000,1.285,0, ,1.378000, , , ,1.496000, , , ,SHELL,P,dm,L-D: 06:30-23:00,L-D: 06:30-23:00, ,2019/04/29 00:00:00+00
-5.781639,43.246083,142,6211690,ASTURIAS,MIERES,MIERES,33614,POLIGONO GONZALIN PARC. T-C.,D,-5.781639,43.246083,1.409000,1.319,0, , , , , ,1.529000, , , ,SARAS,P,dm,L-D: 24H,L-D: 24H, ,2019/04/29 00:00:00+00
-5.881583,43.301111,143,6211691,ASTURIAS,MORCÍN,ARGAME,33163,"CARRETERA N630 KM. 36,7",I,-5.881583,43.301111,1.409000,1.329,1.025, ,1.409000, , , ,1.549000, , , ,PETRONOR,P,OM,L-D: 06:00-22:00,L-D: 06:00-22:00, ,2019/04/29 00:00:00+00
-6.101111,43.541,144,6211692,ASTURIAS,MUROS DE NALÓN,MUROS,33138,"AVENIDA RIEGO, 5",D,-6.101111,43.541,1.398000,1.318,0, ,1.388000, , , ,1.518000, , , ,GALP,P,dm,L-D: 07:00-23:00,L-D: 07:00-23:00, ,2019/04/29 00:00:00+00
-5.546583,43.373056,145,6211693,ASTURIAS,NAVA,NAVA,33520,"CARRETERA N-634 KM. 379,7",I,-5.546583,43.373056,1.439000,1.329,0, ,1.419000, , , ,1.579000, , , ,GALP,P,OM,L-D: 07:00-23:00,L-D: 07:00-23:00, ,2019/04/29 00:00:00+00
-5.497333,43.358222,146,6211694,ASTURIAS,NAVA,NAVA,33520,"CARRETERA N-634 KM. 375,1",I,-5.497333,43.358222,1.439000,1.329,0.949, , , , , , , , , ,GALP,P,OM,"L-S: 07:00-22:00; D: 07:00-15:00","L-S: 07:00-22:00; D: 07:00-15:00", ,2019/04/29 00:00:00+00
-6.705845,43.535612,147,6211695,ASTURIAS,NAVIA,NAVIA,33710,POL. LA COLORADA,N,-6.705845,43.535612,1.369000,1.289,0, , , , , ,1.489000, , , ,E.S.LA COLORADA,P,dm,L-D: 07:30-23:00,L-D: 07:30-23:00, ,2019/04/29 00:00:00+00
-6.721167,43.545083,148,6211696,ASTURIAS,NAVIA,NAVIA,33710,"TRAVESÍA DE LA GRANJA, S/N",N,-6.721167,43.545083, ,1.239,0, , , , , ,1.439000, , , ,EROSKI,P,dm,L-S: 09:00-22:00,L-S: 09:00-22:00, ,2019/04/29 00:00:00+00
-6.724611,43.536417,149,6211697,ASTURIAS,NAVIA,NAVIA,33710,"AVENIDA DE LOS EMIGRANTES, 34",I,-6.724611,43.536417,1.419000,1.319,1.002, ,1.369000, , , ,1.539000, , , ,PETRONOR,P,OM,L-D: 07:00-23:00,L-D: 07:00-23:00, ,2019/04/29 00:00:00+00
-6.693417,43.535194,150,6211698,ASTURIAS,NAVIA,NAVIA,33710,AUTOVIA A-8 KM. 521,D,-6.693417,43.535194,1.399000,1.309,0, ,1.369000, , , ,1.514000, , , ,CEPSA,P,OM,L-D: 06:00-23:59,L-D: 06:00-23:59, ,2019/04/29 00:00:00+00
-5.718111,43.389472,151,6211699,ASTURIAS,NOREÑA,NOREÑA,33180,"POLIGONO LA BARREDA PARCELA 1ª IZQUIERDA, 1",N,-5.718111,43.389472,1.429000,1.319,1.029, ,1.389000, , , , , , , ,CEPSA,P,dm,L-D: 06:30-22:30,L-D: 06:30-22:30, ,2019/04/29 00:00:00+00
-5.720417,43.389278,152,6211700,ASTURIAS,NOREÑA,NOREÑA,33180,"AVENIDA OVIEDO, SN",D,-5.720417,43.389278, ,0,0, , , , , , ,0.810000,0.810000, ,HAM,P,dm,L-D: 24H,L-D: 24H, ,2019/04/29 00:00:00+00
-5.832528,43.365361,153,6211701,ASTURIAS,OVIEDO,OVIEDO,33010,"CL LA TENDERINA BAJA, S.N.",D,-5.832528,43.365361,1.439000,1.339,0, ,1.419000, , , ,1.549000, , , ,REPSOL,P,OM,L-D: 24H,L-D: 24H, ,2019/04/29 00:00:00+00
-5.869306,43.340556,154,6211702,ASTURIAS,OVIEDO,OVIEDO,33001,AUTOPISTA A-66 KM. 33,I,-5.869306,43.340556,1.439000,1.349,0, ,1.429000, , , ,1.579000, , , ,REPSOL,P,OM,L-D: 24H,L-D: 24H, ,2019/04/29 00:00:00+00
-5.843889,43.366778,155,6211703,ASTURIAS,OVIEDO,OVIEDO,33001,"CALLE GENERAL ELORZA, 30",D,-5.843889,43.366778, ,1.329,0, , , , , , , , , ,CAMPSA,P,dm,L-D: 24H,L-D: 24H, ,2019/04/29 00:00:00+00
-5.864972,43.359444,156,6211704,ASTURIAS,OVIEDO,OVIEDO,33006,"CALLE BUENAVISTA, SN",D,-5.864972,43.359444,1.429000,1.329,0, , , , , , , , , ,REPSOL,P,dm,"L-S: 07:00-22:00; D: 08:00-16:00","L-S: 07:00-22:00; D: 08:00-16:00", ,2019/04/29 00:00:00+00
-5.876667,43.353806,157,6211705,ASTURIAS,OVIEDO,OVIEDO,33006,CARRETERA N-634 KM. 409,I,-5.876667,43.353806,1.439000,1.335,0, ,1.395000, , , ,1.554000, , , ,CEPSA,P,OM,L-D: 06:00-23:59,L-D: 06:00-23:59, ,2019/04/29 00:00:00+00
-5.865028,43.359389,158,6211706,ASTURIAS,OVIEDO,OVIEDO,33006,"AVENIDA BUENAVISTA, SN",D,-5.865028,43.359389,1.429000,1.329,0, ,1.409000, , , ,1.559000, , , ,REPSOL,P,dm,L: 07:00-22:00,L: 07:00-22:00, ,2019/04/29 00:00:00+00
-5.815778,43.371139,159,6211707,ASTURIAS,OVIEDO,CERDEÑO,33010,CARRETERA NACIONAL 634 KM. 406,D,-5.815778,43.371139,1.439000,1.339,1.033, ,1.419000, , , ,1.549000, , , ,REPSOL,P,OM,L-D: 24H,L-D: 24H, ,2019/04/29 00:00:00+00
-5.805583,43.377361,160,6211708,ASTURIAS,OVIEDO,COLLOTO,33010,"POLIGONO ESPÌRITU SANTO, PARCELA, 17 (N-634 SANTANDER OVIEDO km 401,7)",D,-5.805583,43.377361,1.319000,1.229,1.024, , , , , ,1.504000, , , ,ESOIL,P,dm,L-D: 24H,L-D: 24H, ,2019/04/29 00:00:00+00
-5.837639,43.371139,161,6211709,ASTURIAS,OVIEDO,OVIEDO,33011,"PLAZA RUIZ DE LA PEÑA, S/N (AS-18 km 0,1)",D,-5.837639,43.371139,1.449000,1.345,0, ,1.365000, , , ,1.564000, , , ,CEPSA,P,OM,L-D: 24H,L-D: 24H, ,2019/04/29 00:00:00+00
-5.832583,43.378028,162,6211710,ASTURIAS,OVIEDO,OVIEDO,33011,"CL BA. PONTON DE VAQUEROS, S.N.",I,-5.832583,43.378028,1.439000,1.339,0, ,1.409000, , , ,1.559000, , , ,REPSOL,P,OM,L-D: 06:00-23:00,L-D: 06:00-23:00, ,2019/04/29 00:00:00+00
-5.818556,43.39275,163,6211711,ASTURIAS,OVIEDO,OVIEDO,33011,"AVDA GIJON 147 (CTRA AS 18 km 2,26)",D,-5.818556,43.39275,1.439000,1.334,0, ,1.414000, , , ,1.579000, , , ,SHELL,P,OM,L-D: 06:00-00:00,L-D: 06:00-00:00, ,2019/04/29 00:00:00+00
-5.818139,43.388806,164,6211712,ASTURIAS,OVIEDO,OVIEDO,33011,"CALLE MOLIN DE LA CASUCA, S/N",N,-5.818139,43.388806,1.439000,1.339,0, ,1.409000, , , ,1.559000, , , ,REPSOL,P,dm,L: 07:00-23:00,L: 07:00-23:00, ,2019/04/29 00:00:00+00
-5.830056,43.386194,165,6211713,ASTURIAS,OVIEDO,CUYENCES,33194,"GLORIETA ELEVADA DE LA CORREDORIA SOBRE LA AS-II, SN",D,-5.830056,43.386194,1.419000,1.329,0, ,1.419000, , , ,1.561000, , , ,BP - CUYENCES,P,dm,L-D: 06:30-23:00,L-D: 06:30-23:00, ,2019/04/29 00:00:00+00
-5.873333,43.365556,166,6211714,ASTURIAS,OVIEDO,OVIEDO,33012,CL CUDILLERO -ESQ.C/CATEDR.LUIS SEL,I,-5.873333,43.365556,1.439000,1.339,0, ,1.419000, , , ,1.559000, , , ,REPSOL,P,dm,L-D: 24H,L-D: 24H, ,2019/04/29 00:00:00+00
-5.828639,43.34875,167,6211715,ASTURIAS,OVIEDO,PANDO (EL),33195,"CARRETERA AS 242 KM. 1,600",N,-5.828639,43.34875,1.439000,1.339,1.019, ,1.399000, , , ,1.549000, , , ,GALP,P,dm,L-D: 06:00-00:00,L-D: 06:00-00:00, ,2019/04/29 00:00:00+00
-5.966194,43.354278,168,6211716,ASTURIAS,OVIEDO,TRUBIA,33119,CARRETERA NACIONAL 634 KM. 224,N,-5.966194,43.354278,1.399000,1.319,0, , , , , , , , , ,BP,P,dm,L: 06:30-23:00,L: 06:30-23:00, ,2019/04/29 00:00:00+00
