Origen;Destino;Distance_m;Distance_km;Duracion_seg;Duracion_min
Guadalajara Tren;gasolinera_194;491197;491.197;16486;274.76666666666665
Guadalajara Tren;gasolinera_195;439050;439.05;15154;252.56666666666666
Guadalajara Tren;gasolinera_196;449658;449.658;15073;251.21666666666667
Guadalajara Tren;gasolinera_197;377646;377.646;13364;222.73333333333332
Guadalajara Tren;gasolinera_198;387435;387.435;14218;236.96666666666667
Guadalajara Tren;gasolinera_199;280223;280.223;10763;179.38333333333333
Guadalajara Tren;gasolinera_200;331311;331.311;12350;205.83333333333334
Guadalajara Tren;gasolinera_201;254436;254.436;9537;158.95
Guadalajara Tren;gasolinera_202;377034;377.034;14516;241.93333333333334
Guadalajara Tren;gasolinera_203;400023;400.023;15666;261.1
Guadalajara Tren;gasolinera_204;302364;302.364;11812;196.86666666666667
Guadalajara Tren;gasolinera_206;239762;239.762;8905;148.41666666666666
Guadalajara Tren;gasolinera_207;522221;522.221;18589;309.81666666666666
Guadalajara Tren;gasolinera_208;556401;556.401;18954;315.9
Guadalajara Tren;gasolinera_209;598935;598.935;22073;367.8833333333333
Guadalajara Tren;gasolinera_210;604323;604.323;20735;345.5833333333333
Guadalajara Tren;gasolinera_211;633222;633.222;21721;362.01666666666665
Guadalajara Tren;gasolinera_212;560793;560.793;19210;320.1666666666667
Guadalajara Tren;gasolinera_213;529362;529.362;18874;314.56666666666666
Guadalajara Tren;gasolinera_214;529166;529.166;17967;299.45
Guadalajara Tren;gasolinera_215;408497;408.497;13731;228.85
Guadalajara Tren;gasolinera_216;502263;502.263;16924;282.06666666666666
Guadalajara Tren;gasolinera_217;557374;557.374;19674;327.9
Guadalajara Tren;gasolinera_218;590219;590.219;20249;337.48333333333335
Guadalajara Tren;gasolinera_219;652750;652.75;22686;378.1
Guadalajara Tren;gasolinera_220;101115;101.115;3891;64.85
Guadalajara Tren;gasolinera_221;85529;85.529;3348;55.8
Guadalajara Tren;gasolinera_222;269772;269.772;9662;161.03333333333333
Guadalajara Tren;gasolinera_223;356870;356.87;12504;208.4
Guadalajara Tren;gasolinera_224;384888;384.888;13497;224.95
Guadalajara Tren;gasolinera_225;342965;342.965;12109;201.81666666666666
Guadalajara Tren;gasolinera_226;590107;590.107;19877;331.28333333333336
Guadalajara Tren;gasolinera_227;130229;130.229;4965;82.75
Guadalajara Tren;gasolinera_228;214615;214.615;7875;131.25
Guadalajara Tren;gasolinera_229;148631;148.631;5954;99.23333333333333
Guadalajara Tren;gasolinera_230;180253;180.253;6686;111.43333333333334
Guadalajara Tren;gasolinera_231;167014;167.014;6284;104.73333333333333
Guadalajara Tren;gasolinera_232;546511;546.511;19244;320.73333333333335
Guadalajara Tren;gasolinera_233;614795;614.795;20727;345.45
Guadalajara Tren;gasolinera_234;170888;170.888;6072;101.2
Guadalajara Tren;gasolinera_235;642180;642.18;21706;361.76666666666665
Guadalajara Tren;gasolinera_236;315581;315.581;12282;204.7
Guadalajara Tren;gasolinera_237;575773;575.773;20159;335.98333333333335
Guadalajara Tren;gasolinera_238;560317;560.317;19544;325.73333333333335
Guadalajara Tren;gasolinera_239;546296;546.296;19033;317.21666666666664
Guadalajara Tren;gasolinera_240;654662;654.662;21955;365.9166666666667
Guadalajara Tren;gasolinera_241;498612;498.612;17190;286.5
Guadalajara Tren;gasolinera_242;526196;526.196;18471;307.85
Guadalajara Tren;gasolinera_243;573061;573.061;18890;314.8333333333333
Guadalajara Tren;gasolinera_244;651309;651.309;21866;364.43333333333334
Guadalajara Tren;gasolinera_245;523495;523.495;19073;317.8833333333333
Guadalajara Tren;gasolinera_246;548344;548.344;19416;323.6
Guadalajara Tren;gasolinera_247;596358;596.358;20695;344.9166666666667
Guadalajara Tren;gasolinera_248;559339;559.339;19925;332.0833333333333
Guadalajara Tren;gasolinera_249;527628;527.628;18553;309.21666666666664
Guadalajara Tren;gasolinera_250;113984;113.984;4093;68.21666666666667
Guadalajara Tren;gasolinera_251;682805;682.805;23242;387.3666666666667
Guadalajara Tren;gasolinera_252;645137;645.137;21996;366.6
Guadalajara Tren;gasolinera_253;598589;598.589;20022;333.7
Guadalajara Tren;gasolinera_254;644938;644.938;21934;365.56666666666666
Guadalajara Tren;gasolinera_255;639725;639.725;21540;359.0
Guadalajara Tren;gasolinera_256;610461;610.461;20563;342.71666666666664
Guadalajara Tren;gasolinera_257;622104;622.104;20989;349.81666666666666
Guadalajara Tren;gasolinera_258;620423;620.423;20938;348.96666666666664
Guadalajara Tren;gasolinera_259;299651;299.651;11767;196.11666666666667
Guadalajara Tren;gasolinera_260;310969;310.969;12162;202.7
Guadalajara Tren;gasolinera_261;281184;281.184;11300;188.33333333333334
Guadalajara Tren;gasolinera_262;473547;473.547;17147;285.78333333333336
Guadalajara Tren;gasolinera_263;379040;379.04;13998;233.3
Guadalajara Tren;gasolinera_264;269300;269.3;10345;172.41666666666666
Guadalajara Tren;gasolinera_265;296438;296.438;11055;184.25
Guadalajara Tren;gasolinera_266;280756;280.756;10644;177.4
Guadalajara Tren;gasolinera_267;407305;407.305;16404;273.4
Guadalajara Tren;gasolinera_268;554668;554.668;18696;311.6
Guadalajara Tren;gasolinera_269;576971;576.971;19476;324.6
Guadalajara Tren;gasolinera_270;580500;580.5;19469;324.48333333333335
Guadalajara Tren;gasolinera_271;565213;565.213;19191;319.85
Guadalajara Tren;gasolinera_272;521543;521.543;17484;291.4
Guadalajara Tren;gasolinera_273;264724;264.724;10217;170.28333333333333
Guadalajara Tren;gasolinera_274;274332;274.332;9945;165.75
Guadalajara Tren;gasolinera_275;473425;473.425;18116;301.93333333333334
Guadalajara Tren;gasolinera_276;477563;477.563;18516;308.6
Guadalajara Tren;gasolinera_277;451749;451.749;15185;253.08333333333334
Guadalajara Tren;gasolinera_278;471626;471.626;17387;289.78333333333336
Guadalajara Tren;gasolinera_279;440764;440.764;15736;262.26666666666665
Guadalajara Tren;gasolinera_280;467241;467.241;15936;265.6
Guadalajara Tren;gasolinera_281;230813;230.813;8872;147.86666666666667
Guadalajara Tren;gasolinera_282;190156;190.156;7474;124.56666666666666
Guadalajara Tren;gasolinera_283;246659;246.659;9465;157.75
Guadalajara Tren;gasolinera_285;150560;150.56;5550;92.5
Guadalajara Tren;gasolinera_286;101122;101.122;3988;66.46666666666667
Guadalajara Tren;gasolinera_287;176231;176.231;6696;111.6
Guadalajara Tren;gasolinera_288;174810;174.81;6361;106.01666666666667
Guadalajara Tren;gasolinera_289;145037;145.037;5369;89.48333333333333
Guadalajara Tren;gasolinera_290;159647;159.647;5958;99.3
Guadalajara Tren;gasolinera_291;114802;114.802;4422;73.7
Guadalajara Tren;gasolinera_292;324770;324.77;10985;183.08333333333334
Guadalajara Tren;gasolinera_293;312117;312.117;10547;175.78333333333333
Guadalajara Tren;gasolinera_294;425024;425.024;14653;244.21666666666667
Guadalajara Tren;gasolinera_295;433742;433.742;14673;244.55
Guadalajara Tren;gasolinera_296;368339;368.339;12417;206.95
Guadalajara Tren;gasolinera_297;251815;251.815;9039;150.65
Guadalajara Tren;gasolinera_298;245570;245.57;9614;160.23333333333332
Guadalajara Tren;gasolinera_299;213525;213.525;7715;128.58333333333334
Guadalajara Tren;gasolinera_300;254399;254.399;9046;150.76666666666668
Guadalajara Tren;gasolinera_301;416500;416.5;15252;254.2
Guadalajara Tren;gasolinera_302;437319;437.319;15469;257.81666666666666
Guadalajara Tren;gasolinera_303;322201;322.201;11191;186.51666666666668
Guadalajara Tren;gasolinera_304;277183;277.183;9811;163.51666666666668
Guadalajara Tren;gasolinera_305;434856;434.856;14603;243.38333333333333
Guadalajara Tren;gasolinera_306;294088;294.088;10209;170.15
Guadalajara Tren;gasolinera_307;308910;308.91;10848;180.8
Guadalajara Tren;gasolinera_308;251510;251.51;9208;153.46666666666667
Guadalajara Tren;gasolinera_309;254645;254.645;8829;147.15
Guadalajara Tren;gasolinera_310;275631;275.631;9471;157.85
Guadalajara Tren;gasolinera_311;211174;211.174;7299;121.65
Guadalajara Tren;gasolinera_312;143932;143.932;5064;84.4
Guadalajara Tren;gasolinera_314;361542;361.542;12803;213.38333333333333
Guadalajara Tren;gasolinera_315;295331;295.331;11089;184.81666666666666
Guadalajara Tren;gasolinera_316;293365;293.365;10068;167.8
Guadalajara Tren;gasolinera_317;257265;257.265;9697;161.61666666666667
Guadalajara Tren;gasolinera_318;262072;262.072;9682;161.36666666666667
Guadalajara Tren;gasolinera_319;229803;229.803;8644;144.06666666666666
Guadalajara Tren;gasolinera_320;269591;269.591;9960;166.0
Guadalajara Tren;gasolinera_321;185270;185.27;6514;108.56666666666666
Guadalajara Tren;gasolinera_322;161467;161.467;6023;100.38333333333334
Guadalajara Tren;gasolinera_324;382687;382.687;12744;212.4
Guadalajara Tren;gasolinera_325;384421;384.421;13296;221.6
Guadalajara Tren;gasolinera_326;166397;166.397;6519;108.65
Guadalajara Tren;gasolinera_327;427477;427.477;14294;238.23333333333332
Guadalajara Tren;gasolinera_328;458650;458.65;15611;260.18333333333334
Guadalajara Tren;gasolinera_329;401947;401.947;13448;224.13333333333333
Guadalajara Tren;gasolinera_331;378922;378.922;12778;212.96666666666667
Guadalajara Tren;gasolinera_332;429158;429.158;14440;240.66666666666666
Guadalajara Tren;gasolinera_333;467845;467.845;15585;259.75
Guadalajara Tren;gasolinera_334;440413;440.413;14641;244.01666666666668
Guadalajara Tren;gasolinera_335;437857;437.857;14967;249.45
Guadalajara Tren;gasolinera_336;442500;442.5;14757;245.95
Guadalajara Tren;gasolinera_337;558213;558.213;19071;317.85
Guadalajara Tren;gasolinera_338;509177;509.177;17403;290.05
Guadalajara Tren;gasolinera_339;485770;485.77;16578;276.3
Guadalajara Tren;gasolinera_340;494888;494.888;17073;284.55
Guadalajara Bus;punto_recarga_1;639312;639.312;21661;361.01666666666665
Guadalajara Bus;punto_recarga_2;639637;639.637;21634;360.56666666666666
Guadalajara Bus;punto_recarga_3;639224;639.224;21703;361.71666666666664
Guadalajara Bus;punto_recarga_4;639342;639.342;21820;363.6666666666667
Guadalajara Bus;punto_recarga_5;639413;639.413;21786;363.1
Guadalajara Bus;punto_recarga_6;639673;639.673;21717;361.95
Guadalajara Bus;punto_recarga_7;585755;585.755;20048;334.1333333333333
Guadalajara Bus;punto_recarga_8;590394;590.394;20080;334.6666666666667
Guadalajara Bus;punto_recarga_9;579699;579.699;19608;326.8
Guadalajara Bus;punto_recarga_10;603668;603.668;22279;371.31666666666666
Guadalajara Bus;punto_recarga_11;585812;585.812;20106;335.1
Guadalajara Bus;punto_recarga_12;579699;579.699;19608;326.8
Guadalajara Bus;punto_recarga_13;599037;599.037;22135;368.9166666666667
Guadalajara Bus;punto_recarga_14;581937;581.937;19927;332.1166666666667
Guadalajara Bus;punto_recarga_15;588168;588.168;19952;332.53333333333336
Guadalajara Bus;punto_recarga_16;585475;585.475;19987;333.1166666666667
Guadalajara Bus;punto_recarga_17;611378;611.378;21009;350.15
Guadalajara Bus;punto_recarga_18;611322;611.322;20976;349.6
Guadalajara Bus;punto_recarga_19;589241;589.241;20077;334.6166666666667
Guadalajara Bus;punto_recarga_20;611336;611.336;20980;349.6666666666667
Guadalajara Bus;punto_recarga_21;604957;604.957;20529;342.15
Guadalajara Bus;punto_recarga_22;362432;362.432;13039;217.31666666666666
Guadalajara Bus;punto_recarga_23;454754;454.754;15845;264.0833333333333
Guadalajara Bus;punto_recarga_24;362431;362.431;13038;217.3
Guadalajara Bus;punto_recarga_25;377493;377.493;13069;217.81666666666666
Guadalajara Bus;punto_recarga_26;505351;505.351;18221;303.68333333333334
Guadalajara Bus;punto_recarga_27;467205;467.205;16007;266.78333333333336
Guadalajara Bus;punto_recarga_28;463523;463.523;15667;261.1166666666667
Guadalajara Bus;punto_recarga_29;464210;464.21;15836;263.93333333333334
Guadalajara Bus;punto_recarga_30;465218;465.218;15772;262.8666666666667
Guadalajara Bus;punto_recarga_31;462867;462.867;15763;262.71666666666664
Guadalajara Bus;punto_recarga_32;465769;465.769;16196;269.93333333333334
Guadalajara Bus;punto_recarga_33;587931;587.931;19632;327.2
Guadalajara Bus;punto_recarga_34;586533;586.533;19401;323.35
Guadalajara Bus;punto_recarga_35;535513;535.513;18659;310.98333333333335
Guadalajara Bus;punto_recarga_36;540527;540.527;19071;317.85
Guadalajara Bus;punto_recarga_37;586664;586.664;19471;324.51666666666665
Guadalajara Bus;punto_recarga_38;575145;575.145;19785;329.75
Guadalajara Bus;punto_recarga_39;525233;525.233;18155;302.5833333333333
Guadalajara Bus;punto_recarga_40;537947;537.947;18745;312.4166666666667
Guadalajara Bus;punto_recarga_41;575800;575.8;19973;332.8833333333333
Guadalajara Bus;punto_recarga_42;575862;575.862;20011;333.51666666666665
Guadalajara Bus;punto_recarga_43;576246;576.246;19894;331.56666666666666
Guadalajara Bus;punto_recarga_44;473816;473.816;16630;277.1666666666667
Guadalajara Bus;punto_recarga_45;68813;68.813;2680;44.666666666666664
Guadalajara Bus;punto_recarga_46;98164;98.164;3603;60.05
Guadalajara Bus;punto_recarga_47;52574;52.574;2342;39.03333333333333
Guadalajara Bus;punto_recarga_48;79794;79.794;3227;53.78333333333333
Guadalajara Bus;punto_recarga_49;24491;24.491;1402;23.366666666666667
Guadalajara Bus;punto_recarga_50;455837;455.837;15266;254.43333333333334
Guadalajara Bus;punto_recarga_51;424334;424.334;13992;233.2
Guadalajara Bus;punto_recarga_52;496359;496.359;16270;271.1666666666667
Guadalajara Bus;punto_recarga_53;399522;399.522;13235;220.58333333333334
Guadalajara Bus;punto_recarga_54;465182;465.182;15466;257.76666666666665
Guadalajara Bus;punto_recarga_55;395951;395.951;13271;221.18333333333334
Guadalajara Bus;punto_recarga_56;403687;403.687;13488;224.8
Guadalajara Bus;punto_recarga_57;462207;462.207;16495;274.9166666666667
Guadalajara Bus;punto_recarga_58;410446;410.446;13577;226.28333333333333
Guadalajara Bus;punto_recarga_59;415637;415.637;14354;239.23333333333332
Guadalajara Bus;punto_recarga_60;465153;465.153;15397;256.6166666666667
Guadalajara Bus;punto_recarga_61;396392;396.392;13373;222.88333333333333
Guadalajara Bus;punto_recarga_62;264414;264.414;10141;169.01666666666668
Guadalajara Bus;punto_recarga_63;267930;267.93;10603;176.71666666666667
Guadalajara Bus;punto_recarga_64;266435;266.435;10342;172.36666666666667
Guadalajara Bus;punto_recarga_65;224314;224.314;7768;129.46666666666667
Guadalajara Bus;punto_recarga_66;197119;197.119;6978;116.3
Guadalajara Bus;punto_recarga_67;252294;252.294;9109;151.81666666666666
Guadalajara Bus;punto_recarga_68;252299;252.299;9364;156.06666666666666
Guadalajara Bus;punto_recarga_69;430282;430.282;14405;240.08333333333334
Guadalajara Bus;punto_recarga_70;388635;388.635;12838;213.96666666666667
Guadalajara Bus;punto_recarga_71;470491;470.491;15582;259.7
Guadalajara Bus;punto_recarga_72;475163;475.163;15985;266.4166666666667
Guadalajara Bus;punto_recarga_73;482802;482.802;16143;269.05
Guadalajara Bus;punto_recarga_74;493272;493.272;16824;280.4
Guadalajara Bus;punto_recarga_75;427140;427.14;14545;242.41666666666666
Guadalajara Bus;punto_recarga_76;387832;387.832;13164;219.4
Guadalajara Bus;punto_recarga_77;322844;322.844;10819;180.31666666666666
Guadalajara Bus;punto_recarga_78;452319;452.319;15362;256.03333333333336
Guadalajara Bus;punto_recarga_79;290034;290.034;9744;162.4
Guadalajara Bus;punto_recarga_80;362398;362.398;13182;219.7
Guadalajara Bus;punto_recarga_81;429444;429.444;14273;237.88333333333333
Guadalajara Bus;punto_recarga_82;707733;707.733;23961;399.35
Guadalajara Bus;punto_recarga_83;676487;676.487;22791;379.85
Guadalajara Bus;punto_recarga_84;706075;706.075;23643;394.05
Guadalajara Bus;punto_recarga_85;712017;712.017;24551;409.18333333333334
Guadalajara Bus;punto_recarga_86;695992;695.992;23156;385.93333333333334
Guadalajara Bus;punto_recarga_87;443560;443.56;15492;258.2
Guadalajara Bus;punto_recarga_88;444660;444.66;15263;254.38333333333333
Guadalajara Bus;punto_recarga_89;591256;591.256;20371;339.51666666666665
Guadalajara Bus;punto_recarga_90;597130;597.13;20618;343.6333333333333
Guadalajara Bus;punto_recarga_91;617104;617.104;21593;359.8833333333333
Guadalajara Bus;punto_recarga_92;503668;503.668;16842;280.7
Guadalajara Bus;punto_recarga_93;381068;381.068;13263;221.05
Guadalajara Bus;punto_recarga_94;394491;394.491;14069;234.48333333333332
Guadalajara Bus;punto_recarga_95;403931;403.931;13968;232.8
Guadalajara Bus;punto_recarga_96;332313;332.313;11640;194.0
Guadalajara Bus;punto_recarga_97;381865;381.865;13400;223.33333333333334
Guadalajara Bus;punto_recarga_98;414230;414.23;14913;248.55
Guadalajara Bus;punto_recarga_99;354533;354.533;12252;204.2
Guadalajara Bus;punto_recarga_100;152191;152.191;5378;89.63333333333334
Guadalajara Bus;punto_recarga_101;245345;245.345;8386;139.76666666666668
Guadalajara Bus;punto_recarga_102;253296;253.296;8840;147.33333333333334
Guadalajara Bus;punto_recarga_103;259254;259.254;8965;149.41666666666666
Guadalajara Bus;punto_recarga_104;255955;255.955;8932;148.86666666666667
Guadalajara Bus;punto_recarga_105;148830;148.83;5298;88.3
Guadalajara Bus;punto_recarga_106;262004;262.004;9108;151.8
Guadalajara Bus;punto_recarga_107;153206;153.206;5530;92.16666666666667
Guadalajara Bus;punto_recarga_108;270156;270.156;9296;154.93333333333334
Guadalajara Bus;punto_recarga_109;229035;229.035;8242;137.36666666666667
Guadalajara Bus;punto_recarga_110;257049;257.049;8946;149.1
Guadalajara Bus;punto_recarga_111;255741;255.741;8899;148.31666666666666
Guadalajara Bus;punto_recarga_112;146943;146.943;5158;85.96666666666667
Guadalajara Bus;punto_recarga_113;257025;257.025;8893;148.21666666666667
Guadalajara Bus;punto_recarga_114;363583;363.583;12854;214.23333333333332
Guadalajara Bus;punto_recarga_115;262150;262.15;9582;159.7
Guadalajara Bus;punto_recarga_116;269917;269.917;9890;164.83333333333334
Guadalajara Bus;punto_recarga_117;256242;256.242;8965;149.41666666666666
Guadalajara Bus;punto_recarga_118;258151;258.151;8827;147.11666666666667
Guadalajara Bus;punto_recarga_119;255452;255.452;8927;148.78333333333333
Guadalajara Bus;punto_recarga_120;255940;255.94;8947;149.11666666666667
Guadalajara Bus;punto_recarga_121;253186;253.186;9817;163.61666666666667
Guadalajara Bus;punto_recarga_122;319411;319.411;11910;198.5
Guadalajara Bus;punto_recarga_123;463726;463.726;17834;297.23333333333335
Guadalajara Bus;punto_recarga_124;413216;413.216;14845;247.41666666666666
Guadalajara Bus;punto_recarga_125;443065;443.065;15795;263.25
Guadalajara Bus;punto_recarga_126;442469;442.469;15761;262.68333333333334
Guadalajara Bus;punto_recarga_127;491505;491.505;16985;283.0833333333333
Guadalajara Bus;punto_recarga_128;490654;490.654;16731;278.85
Guadalajara Bus;punto_recarga_129;257452;257.452;9691;161.51666666666668
Guadalajara Bus;punto_recarga_130;334619;334.619;12635;210.58333333333334
Guadalajara Bus;punto_recarga_131;317366;317.366;12336;205.6
Guadalajara Bus;punto_recarga_132;272499;272.499;10580;176.33333333333334
Guadalajara Bus;punto_recarga_133;273005;273.005;10767;179.45
Guadalajara Bus;punto_recarga_134;280010;280.01;10566;176.1
Guadalajara Bus;punto_recarga_135;272537;272.537;10899;181.65
Guadalajara Bus;punto_recarga_136;302602;302.602;11862;197.7
Guadalajara Bus;punto_recarga_137;272443;272.443;10744;179.06666666666666
Guadalajara Bus;punto_recarga_138;274629;274.629;10836;180.6
Guadalajara Bus;punto_recarga_139;285163;285.163;11479;191.31666666666666
Guadalajara Bus;punto_recarga_140;285062;285.062;11458;190.96666666666667
Guadalajara Bus;punto_recarga_141;253331;253.331;10633;177.21666666666667
Guadalajara Bus;punto_recarga_142;272690;272.69;10912;181.86666666666667
Guadalajara Bus;punto_recarga_143;289019;289.019;11268;187.8
Guadalajara Bus;punto_recarga_144;272354;272.354;10808;180.13333333333333
Guadalajara Bus;punto_recarga_145;272638;272.638;10758;179.3
Guadalajara Bus;punto_recarga_146;287172;287.172;11229;187.15
Guadalajara Bus;punto_recarga_147;314333;314.333;12312;205.2
Guadalajara Bus;punto_recarga_148;295491;295.491;11176;186.26666666666668
Guadalajara Bus;punto_recarga_149;360674;360.674;12588;209.8
Guadalajara Bus;punto_recarga_150;299822;299.822;11402;190.03333333333333
Guadalajara Bus;punto_recarga_151;275426;275.426;10804;180.06666666666666
Guadalajara Bus;punto_recarga_152;274555;274.555;10851;180.85
Guadalajara Bus;punto_recarga_153;274870;274.87;10791;179.85
Guadalajara Bus;punto_recarga_154;314340;314.34;12313;205.21666666666667
Guadalajara Bus;punto_recarga_155;290302;290.302;11646;194.1
Guadalajara Bus;punto_recarga_156;292604;292.604;11832;197.2
Guadalajara Bus;punto_recarga_157;268766;268.766;10102;168.36666666666667
Guadalajara Bus;punto_recarga_158;287501;287.501;11264;187.73333333333332
Guadalajara Bus;punto_recarga_159;312458;312.458;12089;201.48333333333332
Guadalajara Bus;punto_recarga_160;293053;293.053;11854;197.56666666666666
Guadalajara Bus;punto_recarga_161;230129;230.129;8435;140.58333333333334
Guadalajara Bus;punto_recarga_162;281663;281.663;11372;189.53333333333333
Guadalajara Bus;punto_recarga_163;272424;272.424;10890;181.5
Guadalajara Bus;punto_recarga_164;255073;255.073;10836;180.6
Guadalajara Bus;punto_recarga_165;295397;295.397;11171;186.18333333333334
Guadalajara Bus;punto_recarga_166;275915;275.915;10833;180.55
Guadalajara Bus;punto_recarga_167;272417;272.417;10826;180.43333333333334
Guadalajara Bus;punto_recarga_168;285072;285.072;11363;189.38333333333333
Guadalajara Bus;punto_recarga_169;272839;272.839;10780;179.66666666666666
Guadalajara Bus;punto_recarga_170;289582;289.582;11337;188.95
Guadalajara Bus;punto_recarga_171;275815;275.815;10822;180.36666666666667
Guadalajara Bus;punto_recarga_172;256717;256.717;9819;163.65
Guadalajara Bus;punto_recarga_173;272535;272.535;10749;179.15
Guadalajara Bus;punto_recarga_174;272775;272.775;10721;178.68333333333334
Guadalajara Bus;punto_recarga_175;327488;327.488;11759;195.98333333333332
Guadalajara Bus;punto_recarga_176;260823;260.823;9770;162.83333333333334
Guadalajara Bus;punto_recarga_177;231703;231.703;8891;148.18333333333334
Guadalajara Bus;punto_recarga_178;509183;509.183;17562;292.7
Guadalajara Bus;punto_recarga_179;522874;522.874;18015;300.25
Guadalajara Bus;punto_recarga_180;541900;541.9;18725;312.0833333333333
Guadalajara Bus;punto_recarga_181;485698;485.698;16616;276.93333333333334
Guadalajara Bus;punto_recarga_182;523945;523.945;18251;304.18333333333334
Guadalajara Bus;punto_recarga_183;629768;629.768;21576;359.6
Guadalajara Bus;punto_recarga_184;548554;548.554;19254;320.9
Guadalajara Bus;punto_recarga_185;115799;115.799;4226;70.43333333333334
Guadalajara Bus;punto_recarga_186;211700;211.7;7251;120.85
Guadalajara Bus;punto_recarga_187;183524;183.524;6747;112.45
Guadalajara Bus;punto_recarga_188;514739;514.739;17714;295.23333333333335
Guadalajara Bus;punto_recarga_189;514820;514.82;17736;295.6
Guadalajara Bus;punto_recarga_190;513370;513.37;17659;294.31666666666666
Guadalajara Bus;punto_recarga_191;567817;567.817;19033;317.21666666666664
Guadalajara Bus;punto_recarga_192;563380;563.38;19013;316.8833333333333
Guadalajara Bus;punto_recarga_193;638236;638.236;21777;362.95
Guadalajara Bus;punto_recarga_194;557539;557.539;18799;313.31666666666666
Guadalajara Bus;punto_recarga_195;557978;557.978;19586;326.43333333333334
Guadalajara Bus;punto_recarga_196;558623;558.623;19696;328.26666666666665
Guadalajara Bus;punto_recarga_197;651134;651.134;22379;372.98333333333335
Guadalajara Bus;punto_recarga_198;565887;565.887;19800;330.0
Guadalajara Bus;punto_recarga_199;562363;562.363;18865;314.4166666666667
Guadalajara Bus;punto_recarga_200;447007;447.007;15078;251.3
Guadalajara Bus;punto_recarga_201;475604;475.604;16253;270.8833333333333
Guadalajara Bus;punto_recarga_202;474104;474.104;16511;275.18333333333334
Guadalajara Bus;punto_recarga_203;503363;503.363;17364;289.4
Guadalajara Bus;punto_recarga_204;487010;487.01;16586;276.43333333333334
Guadalajara Bus;punto_recarga_205;435646;435.646;14581;243.01666666666668
Guadalajara Bus;punto_recarga_206;492314;492.314;16478;274.6333333333333
Guadalajara Bus;punto_recarga_207;402066;402.066;13440;224.0
Guadalajara Bus;punto_recarga_208;480479;480.479;16224;270.4
Guadalajara Bus;punto_recarga_209;457203;457.203;15457;257.6166666666667
Guadalajara Bus;punto_recarga_210;455449;455.449;15801;263.35
Guadalajara Bus;punto_recarga_211;426528;426.528;14823;247.05
Guadalajara Bus;punto_recarga_212;424183;424.183;14741;245.68333333333334
Guadalajara Bus;punto_recarga_213;425337;425.337;14702;245.03333333333333
Guadalajara Bus;punto_recarga_214;421140;421.14;15132;252.2
Guadalajara Bus;punto_recarga_215;314218;314.218;12270;204.5
Guadalajara Bus;punto_recarga_216;425269;425.269;14837;247.28333333333333
Guadalajara Bus;punto_recarga_217;420249;420.249;14622;243.7
Guadalajara Bus;punto_recarga_218;425242;425.242;14725;245.41666666666666
Guadalajara Bus;punto_recarga_219;420680;420.68;14832;247.2
Guadalajara Bus;punto_recarga_220;418256;418.256;14741;245.68333333333334
Guadalajara Bus;punto_recarga_221;432280;432.28;15150;252.5
Guadalajara Bus;punto_recarga_222;428306;428.306;15029;250.48333333333332
Guadalajara Bus;punto_recarga_223;421140;421.14;14753;245.88333333333333
Guadalajara Bus;punto_recarga_224;420737;420.737;14664;244.4
Guadalajara Bus;punto_recarga_225;417982;417.982;14642;244.03333333333333
Guadalajara Bus;punto_recarga_226;429976;429.976;15025;250.41666666666666
Guadalajara Bus;punto_recarga_227;417975;417.975;14652;244.2
Guadalajara Bus;punto_recarga_228;429373;429.373;15085;251.41666666666666
Guadalajara Bus;punto_recarga_229;420722;420.722;14840;247.33333333333334
Guadalajara Bus;punto_recarga_230;418067;418.067;14453;240.88333333333333
Guadalajara Bus;punto_recarga_231;416647;416.647;15283;254.71666666666667
Guadalajara Bus;punto_recarga_232;416338;416.338;14264;237.73333333333332
Guadalajara Bus;punto_recarga_233;418026;418.026;14707;245.11666666666667
Guadalajara Bus;punto_recarga_234;418052;418.052;14698;244.96666666666667
Guadalajara Bus;punto_recarga_235;429904;429.904;14974;249.56666666666666
Guadalajara Bus;punto_recarga_236;417743;417.743;14580;243.0
Guadalajara Bus;punto_recarga_237;429366;429.366;14890;248.16666666666666
Guadalajara Bus;punto_recarga_238;426318;426.318;14828;247.13333333333333
Guadalajara Bus;punto_recarga_239;425198;425.198;14704;245.06666666666666
Guadalajara Bus;punto_recarga_240;303685;303.685;10411;173.51666666666668
Guadalajara Bus;punto_recarga_241;285928;285.928;9711;161.85
Guadalajara Bus;punto_recarga_242;117942;117.942;4317;71.95
Guadalajara Bus;punto_recarga_243;91699;91.699;3568;59.46666666666667
Guadalajara Bus;punto_recarga_244;104966;104.966;3967;66.11666666666666
Guadalajara Bus;punto_recarga_245;163049;163.049;5923;98.71666666666667
Guadalajara Bus;punto_recarga_246;108649;108.649;4001;66.68333333333334
Guadalajara Bus;punto_recarga_247;96503;96.503;3695;61.583333333333336
Guadalajara Bus;punto_recarga_248;127474;127.474;4700;78.33333333333333
Guadalajara Bus;punto_recarga_249;211648;211.648;7340;122.33333333333333
Guadalajara Bus;punto_recarga_250;225175;225.175;7818;130.3
Guadalajara Bus;punto_recarga_251;97833;97.833;3647;60.78333333333333
Guadalajara Bus;punto_recarga_252;12020;12.02;720;12.0
Guadalajara Bus;punto_recarga_253;27249;27.249;1191;19.85
Guadalajara Bus;punto_recarga_254;234563;234.563;8370;139.5
Guadalajara Bus;punto_recarga_255;261298;261.298;8910;148.5
