Origen;Destino;Distance_m;Distance_km
Sevilla Tren;Toledo Tren;473157;473.157
Sevilla Tren;Toledo Bus;475085;475.085
Sevilla Tren;Valencia Tren;652972;652.972
Sevilla Tren;Valencia Bus;653039;653.039
Sevilla Tren;Valladolid Tren;584935;584.935
Sevilla Tren;Valladolid Bus;583068;583.068
Sevilla Tren;Vitoria Tren;817266;817.266
Sevilla Tren;Vitoria Bus;820833;820.833
Sevilla Tren;Zamora Tren;530095;530.095
Sevilla Tren;Zamora Bus;529039;529.039
Sevilla Tren;Zaragoza Tren;829735;829.735
Sevilla Bus;A Coru̱a Tren;917348;917.348
Sevilla Bus;A Coru̱a Bus;918009;918.009
Sevilla Bus;Albacete Tren;526515;526.515
Sevilla Bus;Albacete Bus;526358;526.358
Sevilla Bus;Alicante Tren;606129;606.129
Sevilla Bus;Alicante Bus;605149;605.149
Sevilla Bus;Almeria Tren;416156;416.156
Sevilla Bus;Avila Tren;494666;494.666
Sevilla Bus;Avila Bus;494169;494.169
Sevilla Bus;Badajoz Tren;208122;208.122
Sevilla Bus;Badajoz Bus;206044;206.044
Sevilla Bus;Barcelona Tren;998534;998.534
Sevilla Bus;Barcelona Bus;1003542;1003.542
Sevilla Bus;Bilbao Tren;857459;857.459
Sevilla Bus;Bilbao Bus;859732;859.732
Sevilla Bus;Burgos Tren;716308;716.308
Sevilla Bus;Burgos Bus;702854;702.854
Sevilla Bus;Caceres Tren;253867;253.867
Sevilla Bus;Caceres Bus;253517;253.517
Sevilla Bus;Cadiz Tren;122596;122.596
Sevilla Bus;Cadiz Bus;122542;122.542
Sevilla Bus;Castellon Tren;724834;724.834
Sevilla Bus;Castellon Bus;724695;724.695
Sevilla Bus;Ciudad Real Tren;332021;332.021
Sevilla Bus;Ciudad Real Bus;329117;329.117
Sevilla Bus;Cordoba Tren;146116;146.116
Sevilla Bus;Cordoba Bus;145835;145.835
Sevilla Bus;Cuenca Tren;569615;569.615
Sevilla Bus;Cuenca Bus;596058;596.058
Sevilla Bus;Girona Tren;1093108;1093.108
Sevilla Bus;Girona Bus;1095153;1095.153
Sevilla Bus;Granada Tren;257568;257.568
Sevilla Bus;Granada Bus;257986;257.986
Sevilla Bus;Guadalajara Tren;585467;585.467
Sevilla Bus;Guadalajara Bus;585155;585.155
Sevilla Bus;Huelva Tren;93878;93.878
Sevilla Bus;Huelva Bus;92245;92.245
Sevilla Bus;Huesca Tren;909761;909.761
Sevilla Bus;Huesca Bus;909641;909.641
Sevilla Bus;Jaen Tren;246742;246.742
Sevilla Bus;Jaen Bus;247084;247.084
Sevilla Bus;Leon Tren;663952;663.952
Sevilla Bus;Leon Bus;663564;663.564
Sevilla Bus;Lerida Tren;989536;989.536
Sevilla Bus;Lerida Bus;987967;987.967
Sevilla Bus;Logrono Tren;833118;833.118
Sevilla Bus;Logrono Bus;832389;832.389
Sevilla Bus;Lugo Tren;827635;827.635
Sevilla Bus;Lugo Bus;826339;826.339
Sevilla Bus;Madrid Tren;530046;530.046
Sevilla Bus;Madrid Bus;531587;531.587
Sevilla Bus;Malaga Tren;223627;223.627
Sevilla Bus;Malaga Bus;223051;223.051
Sevilla Bus;Murcia Tren;534171;534.171
Sevilla Bus;Murcia Bus;534299;534.299
Sevilla Bus;Ourense Tren;785097;785.097
Sevilla Bus;Ourense Bus;785476;785.476
Sevilla Bus;Oviedo Tren;777575;777.575
Sevilla Bus;Oviedo Bus;774844;774.844
Sevilla Bus;Palencia Tren;629765;629.765
Sevilla Bus;Palencia Bus;631814;631.814
Sevilla Bus;Pamplona Tren;908128;908.128
Sevilla Bus;Pamplona Bus;909707;909.707
Sevilla Bus;Pontevedra Tren;746531;746.531
Sevilla Bus;Pontevedra Bus;746143;746.143
Sevilla Bus;Salamanca Tren;458880;458.88
Sevilla Bus;Salamanca Bus;458539;458.539
Sevilla Bus;San Sebastian Tren;913299;913.299
Sevilla Bus;Santander Tren;824870;824.87
Sevilla Bus;Santander Bus;824568;824.568
Sevilla Bus;Segovia Tren;600191;600.191
Sevilla Bus;Segovia Bus;601524;601.524
Sevilla Bus;Sevilla Tren;6265;6.265
Sevilla Bus;Sevilla Bus;0;0.0
Sevilla Bus;Soria Tren;753288;753.288
Sevilla Bus;Soria Bus;755556;755.556
Sevilla Bus;Tarragona Tren;909355;909.355
Sevilla Bus;Tarragona Bus;907661;907.661
Sevilla Bus;Teruel Tren;669216;669.216
Sevilla Bus;Teruel Bus;669216;669.216
Sevilla Bus;Toledo Tren;493200;493.2
Sevilla Bus;Toledo Bus;491661;491.661
Sevilla Bus;Valencia Tren;659438;659.438
Sevilla Bus;Valencia Bus;659505;659.505
Sevilla Bus;Valladolid Tren;580803;580.803
Sevilla Bus;Valladolid Bus;578936;578.936
Sevilla Bus;Vitoria Tren;813134;813.134
Sevilla Bus;Vitoria Bus;816701;816.701
Sevilla Bus;Zamora Tren;525963;525.963
Sevilla Bus;Zamora Bus;524907;524.907
Sevilla Bus;Zaragoza Tren;839123;839.123
Soria Tren;A Coru̱a Tren;618786;618.786
Soria Tren;A Coru̱a Bus;619447;619.447
Soria Tren;Albacete Tren;457928;457.928
Soria Tren;Albacete Bus;457771;457.771
Soria Tren;Alicante Tren;622070;622.07
Soria Tren;Alicante Bus;621089;621.089
Soria Tren;Almeria Tren;761046;761.046
Soria Tren;Avila Tren;255327;255.327
Soria Tren;Avila Bus;254829;254.829
Soria Tren;Badajoz Tren;630845;630.845
Soria Tren;Badajoz Bus;626021;626.021
Soria Tren;Barcelona Tren;460324;460.324
Soria Tren;Barcelona Bus;470242;470.242
Soria Tren;Bilbao Tren;230222;230.222
Soria Tren;Bilbao Bus;232495;232.495
Soria Tren;Burgos Tren;147174;147.174
Soria Tren;Burgos Bus;141218;141.218
Soria Tren;Caceres Tren;525614;525.614
Soria Tren;Caceres Bus;526510;526.51
Soria Tren;Cadiz Tren;874541;874.541
Soria Tren;Cadiz Bus;874488;874.488
Soria Tren;Castellon Tren;402165;402.165
Soria Tren;Castellon Bus;402026;402.026
Soria Tren;Ciudad Real Tren;420945;420.945
Soria Tren;Ciudad Real Bus;421122;421.122
Soria Tren;Cordoba Tren;611972;611.972
Soria Tren;Cordoba Bus;611691;611.691
Soria Tren;Cuenca Tren;269967;269.967
Soria Tren;Cuenca Bus;269970;269.97
Soria Tren;Girona Tren;544876;544.876
Soria Tren;Girona Bus;546921;546.921
Soria Tren;Granada Tren;634179;634.179
Soria Tren;Granada Bus;631280;631.28
Soria Tren;Guadalajara Tren;169266;169.266
Soria Tren;Guadalajara Bus;168929;168.929
Soria Tren;Huelva Tren;843454;843.454
Soria Tren;Huelva Bus;841820;841.82
Soria Tren;Huesca Tren;228157;228.157
Soria Tren;Huesca Bus;228037;228.037
Soria Tren;Jaen Tren;549291;549.291
Soria Tren;Jaen Bus;551525;551.525
Soria Tren;Leon Tren;313667;313.667
Soria Tren;Leon Bus;313279;313.279
Soria Tren;Lerida Tren;307931;307.931
Soria Tren;Lerida Bus;306362;306.362
Soria Tren;Logrono Tren;102496;102.496
Soria Tren;Logrono Bus;101767;101.767
Soria Tren;Lugo Tren;529073;529.073
Soria Tren;Lugo Bus;527778;527.778
Soria Tren;Madrid Tren;227490;227.49
Soria Tren;Madrid Bus;225747;225.747
Soria Tren;Malaga Tren;754214;754.214
Soria Tren;Malaga Bus;753639;753.639
Soria Tren;Murcia Tren;600807;600.807
Soria Tren;Murcia Bus;600934;600.934
Soria Tren;Ourense Tren;554542;554.542
Soria Tren;Ourense Bus;554921;554.921
Soria Tren;Oviedo Tren;433734;433.734
Soria Tren;Oviedo Bus;431002;431.002
Soria Tren;Palencia Tren;205869;205.869
Soria Tren;Palencia Bus;206312;206.312
Soria Tren;Pamplona Tren;182878;182.878
Soria Tren;Pamplona Bus;179372;179.372
Soria Tren;Pontevedra Tren;665227;665.227
Soria Tren;Pontevedra Bus;664840;664.84
Soria Tren;Salamanca Tren;323883;323.883
Soria Tren;Salamanca Bus;326567;326.567
Soria Tren;San Sebastian Tren;265966;265.966
Soria Tren;Santander Tren;328883;328.883
Soria Tren;Santander Bus;328581;328.581
Soria Tren;Segovia Tren;194708;194.708
Soria Tren;Segovia Bus;196041;196.041
Soria Tren;Sevilla Tren;758163;758.163
Soria Tren;Sevilla Bus;755198;755.198
Soria Tren;Soria Tren;0;0.0
Soria Tren;Soria Bus;2268;2.268
Soria Tren;Tarragona Tren;391993;391.993
Soria Tren;Tarragona Bus;390736;390.736
Soria Tren;Teruel Tren;255714;255.714
Soria Tren;Teruel Bus;255714;255.714
Soria Tren;Toledo Tren;298361;298.361
Soria Tren;Toledo Bus;295355;295.355
Soria Tren;Valencia Tren;395232;395.232
Soria Tren;Valencia Bus;398469;398.469
Soria Tren;Valladolid Tren;208794;208.794
Soria Tren;Valladolid Bus;211264;211.264
Soria Tren;Vitoria Tren;188590;188.59
Soria Tren;Vitoria Bus;192157;192.157
Soria Tren;Zamora Tren;306778;306.778
Soria Tren;Zamora Bus;305187;305.187
Soria Tren;Zaragoza Tren;157936;157.936
Soria Bus;A Coru̱a Tren;617106;617.106
Soria Bus;A Coru̱a Bus;617767;617.767
Soria Bus;Albacete Tren;459693;459.693
Soria Bus;Albacete Bus;459536;459.536
Soria Bus;Alicante Tren;551535;551.535
Soria Bus;Alicante Bus;622854;622.854
Soria Bus;Almeria Tren;762811;762.811
Soria Bus;Avila Tren;253647;253.647
Soria Bus;Avila Bus;253149;253.149
Soria Bus;Badajoz Tren;632610;632.61
Soria Bus;Badajoz Bus;627786;627.786
Soria Bus;Barcelona Tren;459218;459.218
Soria Bus;Barcelona Bus;469136;469.136
Soria Bus;Bilbao Tren;229116;229.116
Soria Bus;Bilbao Bus;231390;231.39
Soria Bus;Burgos Tren;145494;145.494
Soria Bus;Burgos Bus;139538;139.538
Soria Bus;Caceres Tren;527379;527.379
Soria Bus;Caceres Bus;528275;528.275
Soria Bus;Cadiz Tren;876306;876.306
Soria Bus;Cadiz Bus;876253;876.253
Soria Bus;Castellon Tren;385655;385.655
Soria Bus;Castellon Bus;385516;385.516
Soria Bus;Ciudad Real Tren;422710;422.71
Soria Bus;Ciudad Real Bus;422887;422.887
Soria Bus;Cordoba Tren;613737;613.737
Soria Bus;Cordoba Bus;613456;613.456
Soria Bus;Cuenca Tren;271732;271.732
Soria Bus;Cuenca Bus;271735;271.735
Soria Bus;Girona Tren;543771;543.771
Soria Bus;Girona Bus;545816;545.816
Soria Bus;Granada Tren;635944;635.944
Soria Bus;Granada Bus;633045;633.045
Soria Bus;Guadalajara Tren;171031;171.031
Soria Bus;Guadalajara Bus;170694;170.694
Soria Bus;Huelva Tren;845219;845.219
Soria Bus;Huelva Bus;843585;843.585
Soria Bus;Huesca Tren;227051;227.051
Soria Bus;Huesca Bus;226931;226.931
Soria Bus;Jaen Tren;551056;551.056
Soria Bus;Jaen Bus;553290;553.29
Soria Bus;Leon Tren;311987;311.987
Soria Bus;Leon Bus;311599;311.599
Soria Bus;Lerida Tren;306826;306.826
Soria Bus;Lerida Bus;305257;305.257
Soria Bus;Logrono Tren;101390;101.39
Soria Bus;Logrono Bus;100661;100.661
Soria Bus;Lugo Tren;527393;527.393
Soria Bus;Lugo Bus;526098;526.098
Soria Bus;Madrid Tren;229255;229.255
Soria Bus;Madrid Bus;227512;227.512
Soria Bus;Malaga Tren;755979;755.979
Soria Bus;Malaga Bus;755404;755.404
Soria Bus;Murcia Tren;602572;602.572
Soria Bus;Murcia Bus;602699;602.699
Soria Bus;Ourense Tren;552862;552.862
Soria Bus;Ourense Bus;553241;553.241
Soria Bus;Oviedo Tren;432054;432.054
Soria Bus;Oviedo Bus;429322;429.322
Soria Bus;Palencia Tren;204189;204.189
Soria Bus;Palencia Bus;204632;204.632
Soria Bus;Pamplona Tren;181772;181.772
Soria Bus;Pamplona Bus;178267;178.267
Soria Bus;Pontevedra Tren;663547;663.547
Soria Bus;Pontevedra Bus;663160;663.16
Soria Bus;Salamanca Tren;322203;322.203
Soria Bus;Salamanca Bus;324887;324.887
Soria Bus;San Sebastian Tren;264861;264.861
Soria Bus;Santander Tren;327777;327.777
Soria Bus;Santander Bus;327475;327.475
Soria Bus;Segovia Tren;193027;193.027
Soria Bus;Segovia Bus;194361;194.361
Soria Bus;Sevilla Tren;759929;759.929
Soria Bus;Sevilla Bus;756963;756.963
Soria Bus;Soria Tren;1765;1.765
Soria Bus;Soria Bus;0;0.0
Soria Bus;Tarragona Tren;390887;390.887
Soria Bus;Tarragona Bus;389631;389.631
Soria Bus;Teruel Tren;239204;239.204
Soria Bus;Teruel Bus;239204;239.204
Soria Bus;Toledo Tren;300126;300.126
Soria Bus;Toledo Bus;297120;297.12
Soria Bus;Valencia Tren;378722;378.722
Soria Bus;Valencia Bus;381959;381.959
Soria Bus;Valladolid Tren;207114;207.114
Soria Bus;Valladolid Bus;209584;209.584
Soria Bus;Vitoria Tren;187484;187.484
Soria Bus;Vitoria Bus;191051;191.051
Soria Bus;Zamora Tren;305098;305.098
Soria Bus;Zamora Bus;303507;303.507
Soria Bus;Zaragoza Tren;156831;156.831
Tarragona Tren;A Coru̱a Tren;1010774;1010.774
Tarragona Tren;A Coru̱a Bus;1011436;1011.436
Tarragona Tren;Albacete Tren;454260;454.26
Tarragona Tren;Albacete Bus;454103;454.103
Tarragona Tren;Alicante Tren;434085;434.085
Tarragona Tren;Alicante Bus;437444;437.444
Tarragona Tren;Almeria Tren;704605;704.605
Tarragona Tren;Avila Tren;657229;657.229
Tarragona Tren;Avila Bus;656731;656.731
Tarragona Tren;Badajoz Tren;952264;952.264
Tarragona Tren;Badajoz Bus;947439;947.439
Tarragona Tren;Barcelona Tren;95104;95.104
Tarragona Tren;Barcelona Bus;100112;100.112
Tarragona Tren;Bilbao Tren;535127;535.127
Tarragona Tren;Bilbao Bus;537400;537.4
Tarragona Tren;Burgos Tren;525967;525.967
Tarragona Tren;Burgos Bus;532012;532.012
Tarragona Tren;Caceres Tren;847033;847.033
Tarragona Tren;Caceres Bus;847929;847.929
Tarragona Tren;Cadiz Tren;1023092;1023.092
Tarragona Tren;Cadiz Bus;1023038;1023.038
Tarragona Tren;Castellon Tren;188639;188.639
Tarragona Tren;Castellon Bus;188500;188.5
Tarragona Tren;Ciudad Real Tren;601375;601.375
Tarragona Tren;Ciudad Real Bus;601552;601.552
Tarragona Tren;Cordoba Tren;771549;771.549
Tarragona Tren;Cordoba Bus;771268;771.268
Tarragona Tren;Cuenca Tren;449386;449.386
Tarragona Tren;Cuenca Bus;449149;449.149
Tarragona Tren;Girona Tren;189678;189.678
Tarragona Tren;Girona Bus;191723;191.723
Tarragona Tren;Granada Tren;764180;764.18
Tarragona Tren;Granada Bus;764579;764.579
Tarragona Tren;Guadalajara Tren;490685;490.685
Tarragona Tren;Guadalajara Bus;490348;490.348
Tarragona Tren;Huelva Tren;1003110;1003.11
Tarragona Tren;Huelva Bus;1001477;1001.477
Tarragona Tren;Huesca Tren;214749;214.749
Tarragona Tren;Huesca Bus;214809;214.809
Tarragona Tren;Jaen Tren;708868;708.868
Tarragona Tren;Jaen Bus;711102;711.102
Tarragona Tren;Leon Tren;705655;705.655
Tarragona Tren;Leon Bus;705268;705.268
Tarragona Tren;Lerida Tren;103290;103.29
Tarragona Tren;Lerida Bus;101721;101.721
Tarragona Tren;Logrono Tren;402326;402.326
Tarragona Tren;Logrono Bus;403769;403.769
Tarragona Tren;Lugo Tren;921062;921.062
Tarragona Tren;Lugo Bus;919766;919.766
Tarragona Tren;Madrid Tren;548909;548.909
Tarragona Tren;Madrid Bus;547166;547.166
Tarragona Tren;Malaga Tren;894215;894.215
Tarragona Tren;Malaga Bus;893639;893.639
Tarragona Tren;Murcia Tren;496458;496.458
Tarragona Tren;Murcia Bus;496585;496.585
Tarragona Tren;Ourense Tren;983751;983.751
Tarragona Tren;Ourense Bus;984130;984.13
Tarragona Tren;Oviedo Tren;815643;815.643
Tarragona Tren;Oviedo Bus;815589;815.589
Tarragona Tren;Palencia Tren;617044;617.044
Tarragona Tren;Palencia Bus;617488;617.488
Tarragona Tren;Pamplona Tren;414018;414.018
Tarragona Tren;Pamplona Bus;410512;410.512
Tarragona Tren;Pontevedra Tren;1094436;1094.436
Tarragona Tren;Pontevedra Bus;1094049;1094.049
Tarragona Tren;Salamanca Tren;767820;767.82
Tarragona Tren;Salamanca Bus;763220;763.22
Tarragona Tren;San Sebastian Tren;497106;497.106
Tarragona Tren;Santander Tren;633787;633.787
Tarragona Tren;Santander Bus;633485;633.485
Tarragona Tren;Segovia Tren;638883;638.883
Tarragona Tren;Segovia Bus;640217;640.217
Tarragona Tren;Sevilla Tren;903851;903.851
Tarragona Tren;Sevilla Bus;907597;907.597
Tarragona Tren;Soria Tren;393675;393.675
Tarragona Tren;Soria Bus;391938;391.938
Tarragona Tren;Tarragona Tren;0;0.0
Tarragona Tren;Tarragona Bus;2174;2.174
Tarragona Tren;Teruel Tren;333416;333.416
Tarragona Tren;Teruel Bus;333416;333.416
Tarragona Tren;Toledo Tren;618039;618.039
Tarragona Tren;Toledo Bus;619970;619.97
Tarragona Tren;Valencia Tren;261850;261.85
Tarragona Tren;Valencia Bus;264509;264.509
Tarragona Tren;Valladolid Tren;654258;654.258
Tarragona Tren;Valladolid Bus;653778;653.778
Tarragona Tren;Vitoria Tren;493494;493.494
Tarragona Tren;Vitoria Bus;497061;497.061
Tarragona Tren;Zamora Tren;750715;750.715
Tarragona Tren;Zamora Bus;749124;749.124
Tarragona Tren;Zaragoza Tren;241461;241.461
Tarragona Bus;A Coru̱a Tren;1008768;1008.768
Tarragona Bus;A Coru̱a Bus;1009429;1009.429
Tarragona Bus;Albacete Tren;453242;453.242
Tarragona Bus;Albacete Bus;453085;453.085
Tarragona Bus;Alicante Tren;433067;433.067
Tarragona Bus;Alicante Bus;436426;436.426
Tarragona Bus;Almeria Tren;703587;703.587
Tarragona Bus;Avila Tren;655222;655.222
Tarragona Bus;Avila Bus;654725;654.725
Tarragona Bus;Badajoz Tren;950258;950.258
Tarragona Bus;Badajoz Bus;945433;945.433
Tarragona Bus;Barcelona Tren;97041;97.041
Tarragona Bus;Barcelona Bus;102049;102.049
Tarragona Bus;Bilbao Tren;533120;533.12
Tarragona Bus;Bilbao Bus;535393;535.393
Tarragona Bus;Burgos Tren;523960;523.96
Tarragona Bus;Burgos Bus;530005;530.005
Tarragona Bus;Caceres Tren;845026;845.026
Tarragona Bus;Caceres Bus;845922;845.922
Tarragona Bus;Cadiz Tren;1022074;1022.074
Tarragona Bus;Cadiz Bus;1022020;1022.02
Tarragona Bus;Castellon Tren;187621;187.621
Tarragona Bus;Castellon Bus;187482;187.482
Tarragona Bus;Ciudad Real Tren;600357;600.357
Tarragona Bus;Ciudad Real Bus;600534;600.534
Tarragona Bus;Cordoba Tren;770531;770.531
Tarragona Bus;Cordoba Bus;770250;770.25
Tarragona Bus;Cuenca Tren;448368;448.368
Tarragona Bus;Cuenca Bus;448131;448.131
Tarragona Bus;Girona Tren;191615;191.615
Tarragona Bus;Girona Bus;193661;193.661
Tarragona Bus;Granada Tren;763162;763.162
Tarragona Bus;Granada Bus;763561;763.561
Tarragona Bus;Guadalajara Tren;488678;488.678
Tarragona Bus;Guadalajara Bus;488342;488.342
Tarragona Bus;Huelva Tren;1002092;1002.092
Tarragona Bus;Huelva Bus;1000459;1000.459
Tarragona Bus;Huesca Tren;212742;212.742
Tarragona Bus;Huesca Bus;212803;212.803
Tarragona Bus;Jaen Tren;707850;707.85
Tarragona Bus;Jaen Bus;710084;710.084
Tarragona Bus;Leon Tren;703648;703.648
Tarragona Bus;Leon Bus;703261;703.261
Tarragona Bus;Lerida Tren;101283;101.283
Tarragona Bus;Lerida Bus;99714;99.714
Tarragona Bus;Logrono Tren;400319;400.319
Tarragona Bus;Logrono Bus;401762;401.762
Tarragona Bus;Lugo Tren;919055;919.055
Tarragona Bus;Lugo Bus;917760;917.76
Tarragona Bus;Madrid Tren;546902;546.902
Tarragona Bus;Madrid Bus;545159;545.159
Tarragona Bus;Malaga Tren;893197;893.197
Tarragona Bus;Malaga Bus;892622;892.622
Tarragona Bus;Murcia Tren;495440;495.44
Tarragona Bus;Murcia Bus;495568;495.568
Tarragona Bus;Ourense Tren;981745;981.745
Tarragona Bus;Ourense Bus;982124;982.124
Tarragona Bus;Oviedo Tren;813636;813.636
Tarragona Bus;Oviedo Bus;813583;813.583
Tarragona Bus;Palencia Tren;615038;615.038
Tarragona Bus;Palencia Bus;615481;615.481
Tarragona Bus;Pamplona Tren;412011;412.011
Tarragona Bus;Pamplona Bus;408506;408.506
Tarragona Bus;Pontevedra Tren;1092430;1092.43
Tarragona Bus;Pontevedra Bus;1092043;1092.043
Tarragona Bus;Salamanca Tren;765813;765.813
Tarragona Bus;Salamanca Bus;761214;761.214
Tarragona Bus;San Sebastian Tren;495100;495.1
Tarragona Bus;Santander Tren;631780;631.78
Tarragona Bus;Santander Bus;631478;631.478
Tarragona Bus;Segovia Tren;636877;636.877
Tarragona Bus;Segovia Bus;638210;638.21
Tarragona Bus;Sevilla Tren;902833;902.833
Tarragona Bus;Sevilla Bus;906580;906.58
Tarragona Bus;Soria Tren;391668;391.668
Tarragona Bus;Soria Bus;389932;389.932
Tarragona Bus;Tarragona Tren;1679;1.679
Tarragona Bus;Tarragona Bus;0;0.0
Tarragona Bus;Teruel Tren;332398;332.398
Tarragona Bus;Teruel Bus;332398;332.398
Tarragona Bus;Toledo Tren;617021;617.021
Tarragona Bus;Toledo Bus;618952;618.952
Tarragona Bus;Valencia Tren;260832;260.832
Tarragona Bus;Valencia Bus;263491;263.491
Tarragona Bus;Valladolid Tren;652252;652.252
Tarragona Bus;Valladolid Bus;651772;651.772
Tarragona Bus;Vitoria Tren;491487;491.487
Tarragona Bus;Vitoria Bus;495055;495.055
Tarragona Bus;Zamora Tren;748708;748.708
Tarragona Bus;Zamora Bus;747117;747.117
Tarragona Bus;Zaragoza Tren;239455;239.455
Teruel Tren;A Coru̱a Tren;895551;895.551
Teruel Tren;A Coru̱a Bus;896212;896.212
Teruel Tren;Albacete Tren;220599;220.599
Teruel Tren;Albacete Bus;221396;221.396
Teruel Tren;Alicante Tren;315271;315.271
Teruel Tren;Alicante Bus;318630;318.63
Teruel Tren;Almeria Tren;585791;585.791
Teruel Tren;Avila Tren;414937;414.937
Teruel Tren;Avila Bus;414439;414.439
Teruel Tren;Badajoz Tren;709972;709.972
Teruel Tren;Badajoz Bus;705147;705.147
Teruel Tren;Barcelona Tren;421709;421.709
Teruel Tren;Barcelona Bus;426717;426.717
Teruel Tren;Bilbao Tren;474170;474.17
Teruel Tren;Bilbao Bus;476443;476.443
Teruel Tren;Burgos Tren;465010;465.01
Teruel Tren;Burgos Bus;378624;378.624
Teruel Tren;Caceres Tren;604741;604.741
Teruel Tren;Caceres Bus;605636;605.636
Teruel Tren;Cadiz Tren;782253;782.253
Teruel Tren;Cadiz Bus;782200;782.2
Teruel Tren;Castellon Tren;149391;149.391
Teruel Tren;Castellon Bus;149253;149.253
Teruel Tren;Ciudad Real Tren;360537;360.537
Teruel Tren;Ciudad Real Bus;360713;360.713
Teruel Tren;Cordoba Tren;530711;530.711
Teruel Tren;Cordoba Bus;530430;530.43
Teruel Tren;Cuenca Tren;147152;147.152
Teruel Tren;Cuenca Bus;146914;146.914
Teruel Tren;Girona Tren;516283;516.283
Teruel Tren;Girona Bus;518328;518.328
Teruel Tren;Granada Tren;552917;552.917
Teruel Tren;Granada Bus;550018;550.018
Teruel Tren;Guadalajara Tren;248393;248.393
Teruel Tren;Guadalajara Bus;248056;248.056
Teruel Tren;Huelva Tren;762272;762.272
Teruel Tren;Huelva Bus;760639;760.639
Teruel Tren;Huesca Tren;248074;248.074
Teruel Tren;Huesca Bus;247954;247.954
Teruel Tren;Jaen Tren;468030;468.03
Teruel Tren;Jaen Bus;470264;470.264
Teruel Tren;Leon Tren;551072;551.072
Teruel Tren;Leon Bus;550685;550.685
Teruel Tren;Lerida Tren;319365;319.365
Teruel Tren;Lerida Bus;317796;317.796
Teruel Tren;Logrono Tren;341369;341.369
Teruel Tren;Logrono Bus;342812;342.812
Teruel Tren;Lugo Tren;805838;805.838
Teruel Tren;Lugo Bus;804542;804.542
Teruel Tren;Madrid Tren;306616;306.616
Teruel Tren;Madrid Bus;304874;304.874
Teruel Tren;Malaga Tren;672952;672.952
Teruel Tren;Malaga Bus;672377;672.377
Teruel Tren;Murcia Tren;377644;377.644
Teruel Tren;Murcia Bus;377771;377.771
Teruel Tren;Ourense Tren;807515;807.515
Teruel Tren;Ourense Bus;807894;807.894
Teruel Tren;Oviedo Tren;754686;754.686
Teruel Tren;Oviedo Bus;754633;754.633
Teruel Tren;Palencia Tren;420018;420.018
Teruel Tren;Palencia Bus;420461;420.461
Teruel Tren;Pamplona Tren;353061;353.061
Teruel Tren;Pamplona Bus;349555;349.555
Teruel Tren;Pontevedra Tren;918200;918.2
Teruel Tren;Pontevedra Bus;917813;917.813
Teruel Tren;Salamanca Tren;519564;519.564
Teruel Tren;Salamanca Bus;520928;520.928
Teruel Tren;San Sebastian Tren;436149;436.149
Teruel Tren;Santander Tren;572830;572.83
Teruel Tren;Santander Bus;572528;572.528
Teruel Tren;Segovia Tren;396591;396.591
Teruel Tren;Segovia Bus;397924;397.924
Teruel Tren;Sevilla Tren;663013;663.013
Teruel Tren;Sevilla Bus;666759;666.759
Teruel Tren;Soria Tren;256076;256.076
Teruel Tren;Soria Bus;241638;241.638
Teruel Tren;Tarragona Tren;332530;332.53
Teruel Tren;Tarragona Bus;330836;330.836
Teruel Tren;Teruel Tren;0;0.0
Teruel Tren;Teruel Bus;0;0.0
Teruel Tren;Toledo Tren;323981;323.981
Teruel Tren;Toledo Bus;325912;325.912
Teruel Tren;Valencia Tren;142458;142.458
Teruel Tren;Valencia Bus;145695;145.695
Teruel Tren;Valladolid Tren;422943;422.943
Teruel Tren;Valladolid Bus;425412;425.412
Teruel Tren;Vitoria Tren;432537;432.537
Teruel Tren;Vitoria Bus;436105;436.105
Teruel Tren;Zamora Tren;559751;559.751
Teruel Tren;Zamora Bus;558161;558.161
Teruel Tren;Zaragoza Tren;179058;179.058
Teruel Bus;A Coru̱a Tren;895551;895.551
Teruel Bus;A Coru̱a Bus;896212;896.212
Teruel Bus;Albacete Tren;220599;220.599
Teruel Bus;Albacete Bus;221396;221.396
Teruel Bus;Alicante Tren;315271;315.271
Teruel Bus;Alicante Bus;318630;318.63
Teruel Bus;Almeria Tren;585791;585.791
Teruel Bus;Avila Tren;414937;414.937
Teruel Bus;Avila Bus;414439;414.439
Teruel Bus;Badajoz Tren;709972;709.972
Teruel Bus;Badajoz Bus;705147;705.147
Teruel Bus;Barcelona Tren;421709;421.709
Teruel Bus;Barcelona Bus;426717;426.717
Teruel Bus;Bilbao Tren;474170;474.17
Teruel Bus;Bilbao Bus;476443;476.443
Teruel Bus;Burgos Tren;465010;465.01
Teruel Bus;Burgos Bus;378624;378.624
Teruel Bus;Caceres Tren;604741;604.741
Teruel Bus;Caceres Bus;605636;605.636
Teruel Bus;Cadiz Tren;782253;782.253
Teruel Bus;Cadiz Bus;782200;782.2
Teruel Bus;Castellon Tren;149391;149.391
Teruel Bus;Castellon Bus;149253;149.253
Teruel Bus;Ciudad Real Tren;360537;360.537
Teruel Bus;Ciudad Real Bus;360713;360.713
Teruel Bus;Cordoba Tren;530711;530.711
Teruel Bus;Cordoba Bus;530430;530.43
Teruel Bus;Cuenca Tren;147152;147.152
Teruel Bus;Cuenca Bus;146914;146.914
Teruel Bus;Girona Tren;516283;516.283
Teruel Bus;Girona Bus;518328;518.328
Teruel Bus;Granada Tren;552917;552.917
